neighborhood	logFC	logCPM	F	PValue	FDR	Nhood	SpatialFDR	finalIdent	finalIdent_fraction
1037	-0.163021398	9.590273345	0.021358975	0.886211283	0.987779573	1037	0.984567966	CD4 Activated	0.915019763
241	0.138910988	10.07212915	0.021223848	0.886569042	0.987779573	241	0.984567966	Mixed	0.488178025
507	0.19714072	9.497261791	0.021138221	0.886809252	0.987779573	507	0.984567966	CD8 Activated	0.850117096
1121	-0.136786393	9.00325376	0.020990883	0.887188577	0.987779573	1121	0.984567966	Mixed	0.498480243
317	-0.12490118	8.391745618	0.020812781	0.887664588	0.987779573	317	0.984567966	Mixed	0.548245614
856	-0.185661772	9.421585854	0.020797168	0.887719215	0.987779573	856	0.984567966	Intermediate Monocytes	0.956321839
312	0.183419611	9.69719161	0.020483727	0.888562257	0.987779573	312	0.984567966	CD8 Activated	0.885880077
61	-0.175428782	9.581213357	0.020443865	0.888669943	0.987779573	61	0.984567966	CD16 Monocytes	1
1106	0.189498949	9.373111087	0.020352563	0.888916998	0.987779573	1106	0.984567966	CD8 Activated	0.736318408
370	0.182392667	9.77021672	0.020097013	0.889611517	0.987779573	370	0.984567966	Mixed	0.621414914
25	-0.182841152	9.291180193	0.01980864	0.890400679	0.987779573	25	0.984567966	CD8 Activated	0.855670103
8	-0.138185786	10.91152408	0.019484234	0.891283118	0.987779573	8	0.984567966	Mixed	0.586234177
871	-0.245598867	9.537941288	0.019452761	0.891443065	0.987779573	871	0.984567966	CD8 Activated	0.967105263
355	-0.211607269	9.620363092	0.019355684	0.89171238	0.987779573	355	0.984567966	CD14 Monocytes	0.803607214
991	0.147676935	9.861447958	0.019319548	0.89174034	0.987779573	991	0.984567966	Mixed	0.484451718
726	0.128477978	10.10903845	0.01912697	0.892277529	0.987779573	726	0.984567966	CD4 Activated	0.894021739
89	0.124872337	10.33148713	0.018404007	0.894319256	0.987779573	89	0.984567966	Mixed	0.684149184
1094	-0.145811683	9.056354513	0.018389617	0.894360308	0.987779573	1094	0.984567966	Mixed	0.35443038
492	0.182051366	9.951492586	0.01834431	0.894560244	0.987779573	492	0.984567966	CD8 Activated	0.96179402
306	-0.145148906	9.4481962	0.018105216	0.895175004	0.987779573	306	0.984567966	cDC	0.968957871
1138	0.153262519	9.962143415	0.018095287	0.895215487	0.987779573	1138	0.984567966	Mixed	0.609250399
900	0.218726388	9.720671796	0.018062254	0.895368666	0.987779573	900	0.984567966	CD8 Activated	0.970338983
948	0.192215958	9.564647737	0.017864666	0.895938829	0.987779573	948	0.984567966	CD14 Monocytes	0.947058824
748	0.200734362	9.525266722	0.017024335	0.898400372	0.987779573	748	0.984567966	Activated B Cells	0.980108499
29	0.119788708	8.805930627	0.016977425	0.898471732	0.987779573	29	0.984567966	CD16 NK	0.863636364
1100	0.161441896	9.554531345	0.016488212	0.899947786	0.987779573	1100	0.984567966	CD16 NK	1
880	-0.152816376	10.10243718	0.016251686	0.900663782	0.987779573	880	0.984567966	CD8 Activated	0.760180995
1059	-0.198763321	9.494860776	0.0156078	0.902694182	0.987779573	1059	0.984567966	CD14 Monocytes	0.993333333
75	0.166709436	10.06018902	0.015305004	0.903637425	0.987779573	75	0.984567966	CD8 Activated	0.85316847
1125	-0.179618982	9.800460597	0.015281613	0.903710684	0.987779573	1125	0.984567966	Activated B Cells	0.849270665
946	-0.118572514	10.42303453	0.014930145	0.904754816	0.987779573	946	0.984567966	Mixed	0.569550931
439	0.151256919	9.914042643	0.014723437	0.90542367	0.987779573	439	0.984567966	CD16 NK	0.937019969
731	-0.176985748	9.414580296	0.014491289	0.906220284	0.987779573	731	0.984567966	CD8 Activated	0.985948478
966	-0.138437841	10.19877297	0.014255046	0.906932342	0.987779573	966	0.984567966	CD4 Naive	0.811574697
17	-0.132048127	9.52610227	0.014038885	0.907626592	0.987779573	17	0.984567966	CD4 Activated	0.968487395
769	-0.149965104	9.448246414	0.013790331	0.908454259	0.987779573	769	0.984567966	Mixed	0.637209302
1069	-0.136085582	9.473546832	0.013381655	0.909804071	0.987779573	1069	0.984567966	Mixed	0.692650334
209	0.160533978	9.834619358	0.013393266	0.909825305	0.987779573	209	0.984567966	CD8 Activated	0.926243568
608	0.130100176	9.326263866	0.01328953	0.91011359	0.987779573	608	0.984567966	CD16 NK	0.986455982
990	-0.112514424	9.086021352	0.013272093	0.910172297	0.987779573	990	0.984567966	Mixed	0.599423631
638	0.1295533	9.787624234	0.013177163	0.910492595	0.987779573	638	0.984567966	CD4 Activated	0.841059603
298	0.178608506	9.915670642	0.012834659	0.911716944	0.987779573	298	0.984567966	CD14 Monocytes	0.996904025
1097	0.174374258	9.123779048	0.012067761	0.914383266	0.987779573	1097	0.984567966	CD8 Activated	0.964769648
821	-0.123308085	9.56805053	0.01168788	0.915679669	0.987779573	821	0.984567966	CD16 NK	0.963123644
858	0.09626505	10.28907739	0.01157608	0.916082231	0.987779573	858	0.984567966	CD4 Activated	0.926525529
1049	0.184414745	8.899010054	0.011368474	0.916890402	0.987779573	1049	0.984567966	CD8 Activated	0.93015873
1017	-0.132420991	9.793130346	0.011305864	0.917072805	0.987779573	1017	0.984567966	CD8 Activated	0.942238267
444	-0.108510802	9.925666167	0.011143828	0.917657476	0.987779573	444	0.984567966	CD16 NK	0.966817496
588	0.142282698	9.90803178	0.010943809	0.918451188	0.987779573	588	0.984567966	CD8 Activated	0.996539792
480	-0.126098023	9.550603047	0.010692807	0.919343583	0.987779573	480	0.984567966	CD16 Monocytes	0.947916667
1033	-0.134379616	9.831628808	0.010609322	0.919657858	0.987779573	1033	0.984567966	Mixed	0.504378284
188	-0.135470907	9.722451259	0.010600613	0.919690716	0.987779573	188	0.984567966	CD14 Monocytes	0.987455197
893	-0.153500787	9.765753942	0.010198193	0.921267608	0.987779573	893	0.984567966	CD8 Activated	0.996039604
864	-0.111345006	9.682182233	0.010104962	0.921574816	0.987779573	864	0.984567966	Mixed	0.696132597
1209	0.114558627	9.613856809	0.009999533	0.921983528	0.987779573	1209	0.984567966	Mixed	0.496993988
565	-0.11167725	10.00742851	0.009932874	0.922251864	0.987779573	565	0.984567966	Mixed	0.460150376
770	0.109034545	9.192389224	0.009928133	0.92226156	0.987779573	770	0.984567966	Mixed	0.475578406
1064	0.099249179	9.89046547	0.009768197	0.922888036	0.987779573	1064	0.984567966	CD4 Activated	0.932148627
289	-0.098234187	9.134986005	0.009552752	0.9237402	0.987779573	289	0.984567966	Mixed	0.419098143
10	-0.104899801	9.1357127	0.009148192	0.925367037	0.987779573	10	0.984567966	Mixed	0.677333333
1020	-0.083301136	8.748483627	0.009041069	0.925803859	0.987779573	1020	0.984567966	Mixed	0.591240876
464	-0.113060364	9.998733982	0.00892629	0.926283149	0.987779573	464	0.984567966	CD8 Activated	0.775700935
1185	0.103383337	9.488442367	0.008467765	0.928187395	0.987779573	1185	0.984567966	CD4 Naive	0.806584362
177	-0.10508445	9.501197076	0.008047713	0.92998592	0.987779573	177	0.984567966	CD4 Activated	0.972043011
1074	-0.100780585	9.295304959	0.00804408	0.930001681	0.987779573	1074	0.984567966	CD4 Naive	0.980148883
389	0.079692951	10.47714188	0.008029888	0.930063276	0.987779573	389	0.984567966	CD4 Activated	0.852529602
5	0.120920347	9.491543075	0.00785358	0.930840938	0.987779573	5	0.984567966	CD8 Activated	0.96460177
71	-0.098604927	9.219896601	0.007679997	0.931599632	0.987779573	71	0.984567966	Intermediate Monocytes	0.780927835
611	0.106797691	9.950411466	0.007413419	0.932801594	0.987779573	611	0.984567966	Mixed	0.555214724
1114	-0.106221303	9.807603016	0.007324878	0.933203019	0.987779573	1114	0.984567966	Mixed	0.690265487
815	-0.110696151	9.400962435	0.007273181	0.933438535	0.987779573	815	0.984567966	CD8 Activated	0.731343284
374	-0.091999935	9.508916618	0.007149445	0.933998228	0.987779573	374	0.984567966	Mixed	0.573804574
225	-0.093225796	9.60111415	0.006972576	0.934817668	0.987779573	225	0.984567966	CD4 Activated	0.872255489
997	-0.128878203	9.4496811	0.006726455	0.936018084	0.987779573	997	0.984567966	Activated B Cells	0.917485265
578	-0.103037268	9.401539194	0.006622898	0.936476325	0.987779573	578	0.984567966	CD16 NK	0.750605327
165	0.089182559	9.219161785	0.006573356	0.936706649	0.987779573	165	0.984567966	CD4 Naive	0.984415584
850	0.079161435	10.05394621	0.006543372	0.936850828	0.987779573	850	0.984567966	Mixed	0.488304094
475	0.073007081	10.5245601	0.006460563	0.937250751	0.987779573	475	0.984567966	CD4 Activated	0.726701571
676	-0.12756829	9.860514343	0.006318841	0.937982421	0.987779573	676	0.984640328	CD14 Monocytes	0.989983306
308	0.084473812	9.356647726	0.005938949	0.939831529	0.988866218	308	0.985962026	cDC	0.967963387
1115	0.128744879	9.339995024	0.005489916	0.94218454	0.989073098	1115	0.986325971	CD14 Monocytes	0.997647059
1068	-0.112168462	9.485646822	0.005226303	0.943587009	0.989073098	1068	0.986325971	CD8 Activated	0.979591837
352	-0.076983414	9.561174409	0.005155938	0.94393016	0.989073098	352	0.986325971	CD4 Activated	0.798019802
626	-0.078853911	9.278438646	0.0051383	0.944025971	0.989073098	626	0.986325971	CD4 Naive	0.96969697
920	-0.111410172	9.562814976	0.005128708	0.94411523	0.989073098	920	0.986325971	Mixed	0.613305613
822	0.073905606	9.168558423	0.004632502	0.946847432	0.990035699	822	0.987824567	Memory B Cells	0.805851064
618	-0.071687066	9.710220021	0.00450951	0.947556613	0.990035699	618	0.987824567	Mixed	0.501886792
45	0.101328209	9.050972563	0.0044237	0.948091602	0.990035699	45	0.987824567	CD14 Monocytes	0.960893855
627	0.079042437	9.061393328	0.00435655	0.948458103	0.990035699	627	0.987824567	Intermediate Monocytes	0.957142857
167	-0.071944309	9.620380841	0.004243388	0.949125133	0.990035699	167	0.987824567	Mixed	0.579918033
710	-0.09649691	9.609705289	0.003874792	0.951413894	0.990481971	710	0.988335491	CD14 Monocytes	0.996007984
1199	0.059958882	8.762671372	0.003831056	0.951656459	0.990481971	1199	0.988335491	Mixed	0.308724832
1164	0.068581165	9.624132563	0.003775356	0.952008704	0.990481971	1164	0.988335491	Mixed	0.603738318
83	-0.062449035	9.931053717	0.003465708	0.954016313	0.990868238	83	0.988749441	CD4 Activated	0.897476341
1002	-0.080733284	9.436860107	0.003466271	0.954017766	0.990868238	1002	0.988749441	CD8 Activated	0.756756757
445	0.073009467	9.555014905	0.00323669	0.955564778	0.991623826	445	0.989716865	CD16 NK	0.887387387
1056	-0.07101999	9.201762773	0.003085929	0.956610808	0.991858678	1056	0.990095425	CD8 Activated	0.740331492
1137	-0.055537462	9.909810358	0.002814645	0.95855515	0.993023743	1137	0.991401745	CD8 Activated	0.887230514
1122	0.05540707	9.471057246	0.002344588	0.962170652	0.993092165	1122	0.991894899	CD4 Activated	0.982905983
804	0.058480899	9.414331995	0.001917807	0.965787677	0.993092165	804	0.991894899	CD4 Naive	0.734341253
1177	-0.073676229	9.495912553	0.001795047	0.966918206	0.993092165	1177	0.991894899	CD14 Monocytes	1
206	0.042496089	9.168932839	0.001724032	0.967557308	0.993092165	206	0.991894899	cDC	0.957559682
755	0.042018824	10.37695504	0.001657597	0.968191729	0.993092165	755	0.991894899	CD8 Activated	0.954271961
137	0.051062907	9.886366354	0.001595465	0.968793211	0.993092165	137	0.991894899	Mixed	0.659127625
284	-0.058831672	9.414656919	0.001590095	0.968862851	0.993092165	284	0.991894899	Activated B Cells	0.988047809
511	-0.049688928	9.197806992	0.001490332	0.969838346	0.993092165	511	0.991894899	CD14 Monocytes	0.947368421
68	-0.058191283	9.713768919	0.001429472	0.970476513	0.993092165	68	0.991894899	Activated B Cells	0.939935065
853	0.051333793	9.658167541	0.001360761	0.971194448	0.993092165	853	0.991894899	Activated B Cells	0.964586847
560	-0.038784968	9.255716254	0.00130258	0.971798033	0.993092165	560	0.991894899	Mixed	0.696172249
1208	-0.053665657	9.837744437	0.001282819	0.972031182	0.993092165	1208	0.991894899	CD14 Monocytes	0.855687606
1181	-0.034916736	9.082213737	0.001123913	0.973802635	0.993092165	1181	0.991894899	CD16 NK	0.816091954
168	0.029779002	8.573593402	0.001086574	0.974241303	0.993092165	168	0.991894899	Memory B Cells	0.865853659
801	0.032034496	9.100770203	0.000912653	0.976391919	0.993092165	801	0.991894899	CD4 Activated	0.958563536
196	0.032421081	9.69157277	0.000904219	0.976501227	0.993092165	196	0.991894899	CD16 NK	0.93955095
841	-0.039887176	9.442191143	0.000847967	0.977246228	0.993092165	841	0.991894899	CD8 Activated	0.908433735
718	-0.034534364	8.860177058	0.000809096	0.977785907	0.993092165	718	0.991894899	CD16 NK	0.896551724
533	0.034199546	9.237443764	0.0008038	0.977846542	0.993092165	533	0.991894899	Mixed	0.305361305
673	0.037718375	10.00329288	0.000709644	0.979195527	0.993092165	673	0.991894899	CD14 Monocytes	0.908296943
830	-0.043230537	9.662451919	0.000706697	0.979238766	0.993092165	830	0.991894899	CD14 Monocytes	0.992537313
979	0.027726078	9.92910206	0.00070456	0.979256456	0.993092165	979	0.991894899	Mixed	0.592307692
1082	0.04475403	9.216666958	0.000688347	0.979510012	0.993092165	1082	0.991894899	Activated B Cells	0.995535714
739	0.028442162	9.645401542	0.000685022	0.979546017	0.993092165	739	0.991894899	CD4 Activated	0.926275992
534	0.030059597	9.678463697	0.000610528	0.980692082	0.993092165	534	0.991894899	Mixed	0.621184919
840	-0.031992711	9.417440744	0.000575205	0.981258824	0.993092165	840	0.991894899	CD4 Naive	0.786570743
1086	-0.023867085	9.855488925	0.000506274	0.982415405	0.993092165	1086	0.991894899	Mixed	0.5625
797	-0.034648377	9.33895538	0.000499431	0.982546166	0.993092165	797	0.991894899	Mixed	0.536407767
575	0.026383632	9.718759599	0.000427505	0.983842748	0.993092165	575	0.991894899	Mixed	0.666068223
930	0.02481827	8.965384456	0.000403611	0.984309307	0.993092165	930	0.991894899	Mixed	0.556923077
383	-0.022713117	9.373847826	0.000382375	0.984717506	0.993092165	383	0.991894899	CD16 NK	0.709382151
884	0.021420196	9.150241414	0.000374049	0.984884791	0.993092165	884	0.991894899	Mixed	0.682451253
354	-0.016738304	10.24712409	0.000290582	0.986677349	0.994071267	354	0.992616582	CD4 Activated	0.722689076
1089	-0.012862811	9.057379165	0.000144861	0.990593164	0.996354375	1089	0.995170848	Mixed	0.532577904
916	-0.014546334	9.367820444	0.000135778	0.990893845	0.996354375	916	0.995170848	CD14 Monocytes	0.819413093
478	0.014586027	9.255908953	0.000120715	0.991413775	0.996354375	478	0.995170848	CD8 Activated	0.959893048
566	-0.015289652	9.159988297	9.71E-05	0.992303398	0.99642084	566	0.995427106	CD8 Activated	0.801242236
965	0.006261056	8.809683629	2.44E-05	0.996145519	0.998385595	965	0.998578249	Intermediate Monocytes	0.744755245
461	-0.005256032	9.631700321	1.57E-05	0.996901537	0.998385595	461	0.998578249	Intermediate Monocytes	0.82205029
1166	0.004528782	8.895805951	1.09E-05	0.997422672	0.998385595	1166	0.998578249	CD16 Monocytes	0.851973684
668	0.002743733	8.717625575	9.74E-06	0.997560483	0.998385595	668	0.998578249	Mixed	0.661710037
429	6.76E-05	10.22101034	3.77E-09	0.999952003	0.999952003	429	0.999952003	CD4 Activated	0.801020408
