neighborhood	logFC	logCPM	F	PValue	FDR	Nhood	SpatialFDR	finalIdent	finalIdent_fraction
1772	-2.5798069	8.158407624	4.092801608	0.057704506	0.685330762	1772	0.670959263	CD4 Activated	0.961883408
305	-1.797309753	8.857824671	4.078235081	0.057714749	0.685330762	305	0.670959263	Activated B Cells	0.928942808
641	-1.915194277	7.838096979	4.070394832	0.057933846	0.685330762	641	0.670959263	CD4 Naive	0.952522255
845	-2.677450666	8.667704416	4.052078359	0.058845787	0.685330762	845	0.670959263	CD4 Activated	0.942989214
900	-2.61348035	7.805214003	4.039325691	0.059208526	0.685330762	900	0.670959263	CD4 Naive	0.962962963
208	1.936904385	8.687167039	4.023711731	0.059258413	0.685330762	208	0.670959263	CD4 Naive	0.886363636
649	-2.755874191	7.607264937	3.998527061	0.060386467	0.685330762	649	0.670959263	CD4 Activated	0.986885246
1617	-1.758479015	8.641214515	3.984031011	0.060411782	0.685330762	1617	0.670959263	CD4 Activated	0.940374787
1402	1.910376585	7.946913491	3.974323414	0.06069787	0.685330762	1402	0.670959263	CD8 Activated	1
142	-3.079778099	9.109214865	3.987561134	0.060707677	0.685330762	142	0.670959263	CD4 Activated	0.973154362
101	1.710446782	8.628894143	3.966426806	0.060931741	0.685330762	101	0.670959263	CD8 Activated	0.864564007
2296	-2.471795394	8.647175732	3.976735697	0.061026709	0.685330762	2296	0.670959263	CD14 Monocytes	0.954022989
2382	-2.599178256	8.379072541	3.972003535	0.061166777	0.685330762	2382	0.670959263	CD16 Monocytes	0.983146067
2093	-2.586265015	8.669788141	3.971630514	0.061177834	0.685330762	2093	0.670959263	CD16 Monocytes	1
1958	-2.758501113	8.22446065	3.952831728	0.06173806	0.685330762	1958	0.670959263	CD4 Activated	0.895833333
369	-2.454619598	9.050524597	3.948869918	0.061856882	0.685330762	369	0.670959263	CD16 Monocytes	0.996587031
1201	1.96877842	8.798530681	3.940465244	0.061956384	0.685330762	1201	0.670959263	CD8 Activated	0.972383721
52	-2.062451771	9.408990477	3.922554713	0.062250163	0.685330762	52	0.670959263	Activated B Cells	0.963374029
133	2.092207866	8.37254085	3.908771341	0.062939419	0.685330762	133	0.670959263	CD8 Activated	0.982591876
2168	-2.598665566	8.452944278	3.8996334	0.063355862	0.685330762	2168	0.670959263	CD14 Monocytes	0.851752022
618	-1.86431756	8.688788761	3.883865121	0.063440216	0.685330762	618	0.670959263	CD4 Activated	0.886440678
1180	-2.40147262	8.168875464	3.896495961	0.063452795	0.685330762	1180	0.670959263	CD4 Activated	0.966139955
632	-1.88096726	8.642412868	3.869987309	0.063873468	0.685330762	632	0.670959263	Activated B Cells	0.937238494
652	-2.408072107	8.506943586	3.872297895	0.064206201	0.685330762	652	0.670959263	CD16 Monocytes	0.997560976
344	-2.138158285	7.59992841	3.868862152	0.06431401	0.685330762	344	0.670959263	CD4 Activated	0.986666667
2628	-2.916670408	8.856012759	3.857833552	0.064661491	0.685330762	2628	0.670959263	CD4 Activated	0.948138298
1152	1.794001307	9.097936027	3.843630143	0.064705757	0.685330762	1152	0.670959263	CD8 Activated	0.956349206
515	2.231036753	9.206086528	3.853986259	0.06478322	0.685330762	515	0.670959263	CD4 Naive	0.827926657
1450	2.258801473	8.466879848	3.849084392	0.0649387	0.685330762	1450	0.670959263	CD8 Activated	0.989547038
599	-1.896084949	8.44321734	3.823022652	0.065365221	0.685330762	599	0.670959263	CD4 Naive	0.980879541
353	-1.806292455	8.257540825	3.821929565	0.065400417	0.685330762	353	0.670959263	CD56 NK	0.947242206
308	-1.709022408	9.013818045	3.821565713	0.065412138	0.685330762	308	0.670959263	Activated B Cells	0.929745889
1114	-2.354752095	8.724119045	3.830117622	0.065544384	0.685330762	1114	0.670959263	CD16 Monocytes	0.997844828
920	1.896941934	8.689734335	3.81869788	0.065558826	0.685330762	920	0.670959263	CD8 Activated	0.973288815
1049	-1.858517244	8.356214749	3.811480619	0.065737972	0.685330762	1049	0.670959263	CD4 Naive	0.977459016
1167	1.848060802	8.541806099	3.807765166	0.065858485	0.685330762	1167	0.670959263	Mixed	0.672
1655	-2.462643851	9.113372361	3.817111738	0.065963495	0.685330762	1655	0.670959263	CD16 Monocytes	0.995049505
2346	-2.899802854	8.502832461	3.803533616	0.066404363	0.685330762	2346	0.670959263	CD4 Activated	0.957698816
1411	-2.431547937	8.829252452	3.800031313	0.066518632	0.685330762	1411	0.670959263	CD16 Monocytes	1
