""	baseMean	log2FoldChange	lfcSE	pvalue	padj
PITHD1	1.6184531843529	-1.59667762585697e-06	0.00144267474876161	0.69483133344029	0.999765143024666
LYPLA2	1.84742361298586	-3.09257638909514e-06	0.00144266881845255	0.480122031044483	0.999765143024666
GALE	0.79043331075718	1.52059085448388e-06	0.00144268653837716	0.47404108418075	0.999765143024666
PNRC2	2.56108244387299	-1.53500008664469e-06	0.00144266197167568	0.983337132053128	0.999765143024666
SRSF10	7.41227341937101	-6.89695497199817e-06	0.00144262892680746	0.350681033672673	0.999765143024666
NIPAL3	1.05220244812298	3.72452269815943e-06	0.00144268181736455	0.239447838322434	0.999765143024666
SRRM1	8.01689526719392	1.99517911289061e-07	0.00144260696704092	0.95173624652767	0.999765143024666
CLIC4	4.9088118794829	3.94026203508185e-06	0.0014426393474992	0.908577856252803	0.999765143024666
RUNX3	0.905110592690725	8.43733579689722e-07	0.00144268329617579	0.702202567993428	0.999765143024666
SYF2	3.66611226278507	2.24281946322176e-06	0.00144265710305766	0.671208026504614	0.999765143024666
RSRP1	7.70885391160961	-1.28478495468268e-06	0.00144265975004023	0.799728266917683	0.999765143024666
TMEM50A	7.8304892641435	6.71656146408979e-07	0.00144261066308087	0.657934584092374	0.999765143024666
MACO1	1.7647278855102	8.01495887496891e-07	0.00144266958289453	0.551993407672678	0.999765143024666
LDLRAP1	1.66118205067089	3.68154360305096e-06	0.00144267528418829	0.539206186661179	0.999765143024666
MTFR1L	0.643883038478117	3.18784182411401e-07	0.00144268531181452	0.731076005276612	0.999765143024666
STMN1	13.4653567621537	-5.16021561961689e-06	0.00144268730999111	0.0671314475658665	0.999765143024666
PDIK1L	0.657884676114859	-1.08698759804619e-05	0.00144270574227137	0.408238776409487	0.999765143024666
ZNF593	6.10245819376758	5.47773616826898e-06	0.00144264910799255	0.372227059410567	0.999765143024666
CNKSR1	2.39067189491425	4.82879474057027e-06	0.00144267710416797	0.217950424074037	0.999765143024666
SH3BGRL3	29.251179297974	-7.6615800377493e-06	0.00144258413161373	0.463968345963454	0.999765143024666
CD52	51.5994583966727	-3.14856206893438e-06	0.00144266497550803	0.325730875922345	0.999765143024666
DHDDS	1.46666441214742	9.25362000853083e-07	0.0014426773418045	0.789330112562299	0.999765143024666
HMGN2	31.8091123525707	-1.16929562823529e-06	0.00144266818019617	0.791301773930628	0.999765143024666
RPS6KA1	1.06386651381558	3.07003798683198e-06	0.00144268338830466	0.297172644378236	0.999765143024666
ARID1A	2.09530017404499	7.67226985453374e-07	0.00144267545090902	0.834734877632047	0.999765143024666
ZDHHC18	0.862174043814974	4.56825148789671e-07	0.00144268529782787	0.123351694427424	0.999765143024666
GPN2	0.713724293315616	-1.92314223907756e-06	0.00144268568580287	0.61994857409061	0.999765143024666
GPATCH3	0.633546501643444	3.27242919536179e-06	0.00144268718840549	0.382558991639392	0.999765143024666
NUDC	4.39906372942033	1.74265689548328e-06	0.00144266197901581	0.71729520832819	0.999765143024666
WDTC1	0.944848171442175	-5.74177432732624e-06	0.00144269166288328	0.0331526684886053	0.999765143024666
TMEM222	1.16489879434137	5.1258076688914e-06	0.00144268521949693	0.100526087267901	0.999765143024666
SYTL1	4.82449570675062	2.42307859553502e-06	0.00144268637406439	0.346238977731565	0.999765143024666
WASF2	4.02676089148982	1.078190285286e-07	0.00144264908963865	0.986367571500598	0.999765143024666
FGR	1.30602554042727	-6.42782935572248e-06	0.00144269281280811	0.0133412958922485	0.999765143024666
IFI6	3.52518814916495	2.92500482665875e-06	0.00144268387914224	0.330451570386808	0.999765143024666
STX12	1.15091708236183	-5.49737194552214e-07	0.00144267717198093	0.919561140205443	0.999765143024666
PPP1R8	0.797175281670004	6.23868768457179e-07	0.00144268425105151	0.842024124687382	0.999765143024666
THEMIS2	2.03997752020917	-6.86488589658292e-06	0.00144267373177789	0.151600328045123	0.999765143024666
RPA2	2.21821229279337	9.2539548067731e-06	0.00144267636433551	0.0965652228549008	0.999765143024666
XKR8	0.677470251157481	3.23362835460305e-07	0.00144268513122923	0.796985181207779	0.999765143024666
EYA3	0.800984844957078	1.37716396458092e-06	0.00144268623078818	0.505442962868314	0.999765143024666
DNAJC8	5.03385371657457	-3.09580202641183e-06	0.00144262406014118	0.753951990248799	0.999765143024666
ATP5IF1	14.7419023726551	2.57887962605239e-05	0.00144267151313782	0.248568168550585	0.999765143024666
PHACTR4	1.60509963135668	1.01061076728294e-06	0.001442671087206	0.971408037999324	0.999765143024666
RCC1	2.03698608505194	-8.63608725774082e-06	0.00144268084951002	0.0573471886926039	0.999765143024666
TRNAU1AP	2.61555915274047	-4.91954271576497e-06	0.00144267510025313	0.240735862116904	0.999765143024666
SNHG12	1.28378850577005	-1.39105033244051e-07	0.0014426812068589	0.757475840787881	0.999765143024666
TAF12	2.36542936651826	2.70625339317601e-06	0.00144266168417355	0.585267416515003	0.999765143024666
GMEB1	0.866009977571025	-8.22281468074384e-07	0.00144268254885006	0.959729336381375	0.999765143024666
YTHDF2	4.02316026108452	5.86972382265432e-07	0.0014426446588132	0.928081320843546	0.999765143024666
EPB41	2.4107633626789	-1.40863988633758e-05	0.00144269435350484	0.00530399670784124	0.999765143024666
SRSF4	5.53964786750982	-8.63226017204427e-07	0.0014426428997863	0.805484588591111	0.999765143024666
LAPTM5	9.92574830066712	-2.9407220166231e-06	0.0014426680684273	0.529639687560308	0.999765143024666
PUM1	1.67050488247851	-4.33496571267169e-06	0.00144267499322519	0.301092105430921	0.999765143024666
SNRNP40	2.22220654177583	-1.02468482597016e-05	0.00144267773833697	0.326116455156694	0.999765143024666
ZCCHC17	1.47610171226048	-1.8063400842383e-06	0.00144267306394396	0.640856078535191	0.999765143024666
PEF1	1.76984416298429	-4.27922140450298e-06	0.001442673726785	0.317253143027165	0.999765143024666
PTP4A2	11.7828112333529	1.00231624548218e-05	0.00144257966822241	0.340087792291472	0.999765143024666
KHDRBS1	7.70176295694639	2.32281478127842e-06	0.00144260269571192	0.782239702031143	0.999765143024666
TMEM39B	0.951849888929025	8.48236271160891e-07	0.00144267921743721	0.780291329343002	0.999765143024666
KPNA6	1.1871455697102	-2.33915624856728e-06	0.00144267713783932	0.553311523638693	0.999765143024666
TXLNA	1.26885755789475	-3.40672461745579e-06	0.00144267613079761	0.409705569082504	0.999765143024666
EIF3I	7.31604122132066	-8.23928765050568e-07	0.00144260462963994	0.947498926267679	0.999765143024666
HDAC1	2.57501094017768	2.29516479106292e-06	0.00144266114606303	0.641213026827826	0.999765143024666
BSDC1	1.30401044858658	1.19231043196343e-06	0.00144267555455536	0.719971765384427	0.999765143024666
ZBTB8OS	6.0443294829711	3.80331829626069e-06	0.0014426224927384	0.799773204127074	0.999765143024666
RBBP4	10.8107159665904	2.29893329480878e-05	0.00144266275116482	0.136595837015571	0.999765143024666
YARS	4.11580967401585	-3.78240870668969e-06	0.00144264488009143	0.539675654292959	0.999765143024666
S100PBP	1.83925423749734	1.19651135259852e-06	0.00144267813933749	0.828427354835339	0.999765143024666
AK2	2.94929518776509	2.4618677965343e-06	0.00144266373785096	0.611712314118022	0.999765143024666
SMIM12	1.62535750505915	4.81434714029264e-07	0.0014426687641516	0.961128693103966	0.999765143024666
SFPQ	10.9735985582593	1.059661134419e-05	0.00144263130023843	0.268121757035587	0.999765143024666
ZMYM4	0.754732319563472	2.75421439919689e-06	0.00144268778731531	0.200155109002346	0.999765143024666
KIAA0319L	1.02216056901681	-4.01295269896233e-06	0.00144268038133049	0.292907804160984	0.999765143024666
PSMB2	9.70232971536186	7.3866593309639e-06	0.00144263424141666	0.306791005428004	0.999765143024666
CLSPN	1.80169040267583	5.50876445925194e-07	0.00144268453689406	0.835425908676358	0.999765143024666
AGO3	1.01214220607036	-4.40813556712176e-06	0.00144268410786297	0.197908513629212	0.999765143024666
ADPRHL2	0.765350202969798	-2.84100752396143e-06	0.00144268375395659	0.430011702318107	0.999765143024666
TRAPPC3	3.88373547938761	-2.78941138892404e-06	0.00144263666824494	0.438231729654933	0.999765143024666
MAP7D1	1.7105361486274	-1.26451124182338e-06	0.0014426710621276	0.797373330969458	0.999765143024666
THRAP3	6.28501600077544	-9.96399071909579e-06	0.00144263408429789	0.172472743803647	0.999765143024666
STK40	0.986487585447189	-6.70157554010664e-07	0.00144267976449269	0.907864118967994	0.999765143024666
LSM10	3.74474408947462	7.04835007293087e-06	0.00144265939189679	0.355539396670956	0.999765143024666
MRPS15	5.04138474494781	3.60579386723742e-06	0.00144261699599365	0.67243285004629	0.999765143024666
MEAF6	2.22981068314291	-4.37112991812579e-06	0.00144266564536397	0.370180857725962	0.999765143024666
SNIP1	0.911383412732401	1.0352995974005e-06	0.00144268307668426	0.675398682910972	0.999765143024666
GNL2	1.83766101571512	-3.48609187458382e-06	0.00144266640264508	0.488012591708187	0.999765143024666
YRDC	0.98018908145313	6.62065357695208e-06	0.001442687153116	0.0183537231143466	0.999765143024666
C1orf122	2.46070444655228	6.79131190259217e-06	0.00144266350027984	0.198141961362967	0.999765143024666
SF3A3	2.63086917150332	-6.98944124485172e-06	0.00144266557101779	0.197214060061386	0.999765143024666
UTP11	1.51860153411084	-2.13458762925812e-06	0.00144266906531298	0.653223081694265	0.999765143024666
RRAGC	1.05361637756202	-2.5198956654704e-06	0.00144267994234884	0.50595902824459	0.999765143024666
MYCBP	1.38271271744073	1.99510951051622e-06	0.00144267638070032	0.59936427218006	0.999765143024666
AKIRIN1	1.73855230561758	2.87627996797587e-06	0.00144267125779697	0.287076490524491	0.999765143024666
NDUFS5	15.539082081509	7.00911420373176e-06	0.00144256286354205	0.488809526642329	0.999765143024666
MACF1	2.905914725718	-3.6149643327524e-06	0.00144266875680627	0.431698361687199	0.999765143024666
PABPC4	8.30333301755032	8.32244233451385e-06	0.00144267495365968	0.139264312612838	0.999765143024666
PPIE	2.28610200268316	-5.84034851883325e-06	0.00144266409973307	0.259996771937384	0.999765143024666
BMP8B	2.50727120251954	-7.53154063122765e-06	0.00144268320714774	0.059085548074084	0.999765143024666
CAP1	5.06188760215308	-5.81856396905426e-06	0.00144264483216988	0.462258141264988	0.999765143024666
PPT1	1.91488271641171	-1.35056127032065e-06	0.00144266619255647	0.742192572476008	0.999765143024666
RLF	1.11739247510858	3.73407121563428e-06	0.00144268248639611	0.236455690785268	0.999765143024666
ZMPSTE24	2.29028070303761	-3.17092500357117e-06	0.00144266462324373	0.521014088375715	0.999765143024666
SMAP2	3.72426673116542	6.69956498703805e-07	0.0014426573666385	0.914065294903618	0.999765143024666
NFYC	2.12597686249407	5.62339162147182e-06	0.00144267246812297	0.386935857623216	0.999765143024666
CTPS1	1.0280814547524	8.49147269886809e-07	0.00144268167636689	0.661074058204317	0.999765143024666
SCMH1	0.554527967041466	1.8143967282349e-06	0.00144268579343521	0.539594621588707	0.999765143024666
FOXJ3	1.20323486394845	1.44479585885515e-06	0.00144268374120935	0.585654419208932	0.999765143024666
PPCS	2.88009634806312	-1.56281551359302e-06	0.00144266397118623	0.73182895226091	0.999765143024666
PPIH	2.64498068652703	4.16311939282883e-06	0.00144266241290863	0.393492460655619	0.999765143024666
YBX1	42.2533180419009	-2.88188883325235e-07	0.00144262932615596	0.972933229859466	0.999765143024666
P3H1	1.18938654005359	3.15294960284532e-06	0.00144268042034876	0.343222195510138	0.999765143024666
SVBP	1.16549276747849	-1.90133591700436e-06	0.00144268044553116	0.607069602938675	0.999765143024666
EBNA1BP2	3.39092490179242	1.60392029762336e-06	0.00144265805235502	0.76094515074013	0.999765143024666
CDC20	3.43529131908942	-2.41627019038561e-06	0.00144268600939981	0.379883382520539	0.999765143024666
ELOVL1	1.52002493700648	-1.24933875386911e-05	0.00144270480364643	0.00638390992745625	0.999765143024666
MED8	2.20038185206595	-3.15079949453914e-06	0.00144266116796163	0.576157727656229	0.999765143024666
HYI	2.60463020991572	3.28673273209671e-06	0.00144267407882361	0.737688382811263	0.999765143024666
DPH2	0.876187478289521	-1.88536241545049e-06	0.00144268233333664	0.615035290679826	0.999765143024666
ATP6V0B	15.4450614344477	-2.00750969086071e-06	0.00144262127766695	0.880053362656765	0.999765143024666
DMAP1	1.30824889482432	-5.63111699548237e-06	0.00144268028733535	0.216680397384388	0.999765143024666
ERI3	1.50465945305716	-2.20238237518401e-06	0.00144267288708871	0.581396560332432	0.999765143024666
RNF220	2.15826560693181	1.43965988992152e-06	0.00144266752613016	0.998806041651288	0.999765143024666
RPS8	254.72259680012	-1.67031092764299e-05	0.00144234261494357	0.368881946364363	0.999765143024666
EIF2B3	1.62742822840792	-4.14672339925182e-06	0.00144267373617493	0.120616293908195	0.999765143024666
HECTD3	0.940535967329047	3.07261141909526e-06	0.00144268515382495	0.259509996530877	0.999765143024666
UROD	2.5586054333888	-7.43997848904059e-06	0.0014426622909575	0.163460579951422	0.999765143024666
MUTYH	0.611575318695448	-1.53088209493585e-06	0.00144268506363455	0.88902311326967	0.999765143024666
TOE1	0.568378994909984	1.69440599901447e-05	0.00144273555101602	0.807503678313522	0.999765143024666
PRDX1	23.5462747630733	6.45400532401677e-06	0.00144262532782331	0.136901704318092	0.999765143024666
AKR1A1	10.0289339885198	1.3802527454446e-05	0.00144262444758158	0.108718954500082	0.999765143024666
NASP	5.36521180605426	3.51288108912961e-07	0.00144266954423807	0.731576017133042	0.999765143024666
GPBP1L1	1.43759468464006	2.291599258978e-06	0.00144267832928455	0.481512722350218	0.999765143024666
TMEM69	0.968026000372933	-1.13777958653151e-06	0.00144268501145165	0.761132715812943	0.999765143024666
POMGNT1	1.0053694622692	1.56606868212742e-06	0.0014426806484501	0.575818796582664	0.999765143024666
LRRC41	1.49000891220245	4.81896853393225e-07	0.00144267370924308	0.447697970922291	0.999765143024666
UQCRH	38.7997753234976	2.9599559868166e-07	0.00144251082776377	0.0878060437943647	0.999765143024666
ATPAF1	2.49503695849788	-7.67146290182276e-06	0.00144266840977081	0.130740223491804	0.999765143024666
EFCAB14	1.1530205288407	-1.82425015875723e-06	0.00144267501206122	0.66945442210164	0.999765143024666
CMPK1	5.55709456204992	-9.13757279307313e-06	0.00144265983277519	0.548040035543117	0.999765143024666
FAF1	1.83545522971656	-4.60055461401739e-07	0.00144266911345207	0.928941760717543	0.999765143024666
CDKN2C	1.13196439187402	1.53879180245217e-06	0.00144267993143601	0.61593835676236	0.999765143024666
RNF11	1.4065872639239	1.52145447344703e-06	0.0014426792209567	0.643717660646476	0.999765143024666
EPS15	3.13391564974668	-6.18124105346311e-06	0.00144266811491465	0.289263274113652	0.999765143024666
OSBPL9	3.204940523491	-1.08178200244145e-05	0.00144266740512512	0.101614651684079	0.999765143024666
NRDC	6.48688114124228	7.23637562082197e-06	0.0014426390869927	0.290178559260275	0.999765143024666
TXNDC12	3.36560734713661	8.60016089308388e-06	0.00144266331051981	0.269978154763872	0.999765143024666
KTI12	0.980050704081229	8.24157284486783e-07	0.00144267866731018	0.756345102901517	0.999765143024666
BTF3L4	2.02690728860778	-4.78206264306724e-06	0.00144267019698234	0.299902917547315	0.999765143024666
PRPF38A	2.0475936537689	-4.04686463512228e-06	0.00144266876279545	0.883655212377752	0.999765143024666
TUT4	3.95212656935389	6.96333855009638e-06	0.0014426669734985	0.18216297271525	0.999765143024666
GPX7	2.57276096264752	6.74126828460394e-06	0.00144266955223289	0.190572606392352	0.999765143024666
SHISAL2A	0.803330667219067	-3.01038660100072e-06	0.00144268346844614	0.394064616578887	0.999765143024666
SCP2	3.75140166713046	7.66405115367858e-07	0.00144264988980188	0.514709590499848	0.999765143024666
CPT2	0.598582603879944	-1.29695805752369e-06	0.00144268512233301	0.562392315392077	0.999765143024666
C1orf123	1.67519047410339	-2.61598279612383e-06	0.00144267643733844	0.50586610355222	0.999765143024666
MAGOH	4.40846372490336	-1.05972285089795e-06	0.00144264663110312	0.806722680915815	0.999765143024666
NDC1	1.0511441567305	-3.13630674826921e-06	0.00144267680570172	0.517998646240774	0.999765143024666
YIPF1	1.06732960377065	-4.5171299936908e-07	0.00144268054363562	0.928409882953646	0.999765143024666
HSPB11	4.67142202859915	-9.27591342188649e-06	0.00144266030837434	0.120765018707643	0.999765143024666
LRRC42	0.662414279721157	1.76932116926835e-06	0.00144268444882613	0.569875193730395	0.999765143024666
TMEM59	14.960349056226	2.7928320724169e-07	0.00144261582205769	0.314749852035009	0.999765143024666
MRPL37	3.95350784612352	2.52378943879351e-06	0.00144264121686385	0.692738044079176	0.999765143024666
OMA1	0.880339317105708	3.25274485792867e-06	0.00144268374913517	0.262316347593903	0.999765143024666
MYSM1	1.35292731909449	-7.03504387843959e-07	0.00144267983408886	0.868534603977217	0.999765143024666
JUN	12.7210794061771	-8.11320226098318e-06	0.00144269123299376	0.0149635818654869	0.999765143024666
LINC01358	0.761240070572068	-8.64156200018302e-07	0.00144268614500916	0.865444869730421	0.999765143024666
TM2D1	1.72777545047632	6.11162485473583e-06	0.00144267476051992	0.161562121098771	0.999765143024666
