""	baseMean	log2FoldChange	lfcSE	pvalue	padj
EXOSC10	0.46324339121151	0.00150682396512651	0.0530813811721399	0.607126861201594	0.999336306249414
MIIP	0.917027777059902	0.000434579290476731	0.053020387217483	0.888083403569586	0.999336306249414
TNFRSF1B	2.85622315487694	0.00341067698382897	0.0532349010144685	0.0413141680397113	0.999336306249414
PRDM2	1.51638723925754	0.00330774899132774	0.0531061728883419	0.393190975201117	0.999336306249414
EFHD2	1.16832846125347	-8.9619149871091e-05	0.0530121361603202	0.97468781672199	0.999336306249414
SPEN	0.954807107496377	-0.002895973805693	0.053150152451484	0.255627719668678	0.999336306249414
SZRD1	0.810436088716351	-0.00131561710904398	0.0530647936112111	0.578245692242162	0.999336306249414
NECAP2	0.975213939801017	0.00137404363782053	0.0530539730491601	0.605362346896331	0.999336306249414
SDHB	1.0806991007651	0.00286720242733511	0.0531040359269279	0.397962954109221	0.999336306249414
UBR4	0.698770996106419	-0.00402558686334188	0.053256029073751	0.130076680969923	0.999336306249414
