"logFC"	"logCPM"	"F"	"PValue"	"FDR"	"Nhood"	"SpatialFDR"	"finalIdent"	"finalIdent_fraction"
"1177"	3.76116222024958	8.11631357607117	12.2778554453165	0.00217942617820398	0.117626128581414	1177	0.12108053936748	"CD8 Activated"	0.991869918699187
"1546"	3.80253031499845	8.10397607272668	12.231895866479	0.00221308058790577	0.117626128581414	1546	0.12108053936748	"CD8 Activated"	0.997777777777778
"2014"	4.5730220495447	8.55187373316755	12.2135205906801	0.00222669654466019	0.117626128581414	2014	0.12108053936748	"CD8 Activated"	0.99835255354201
"883"	4.48249486623847	7.18877791996833	12.0948047514467	0.00231692870409518	0.11923733299942	883	0.123336026799206	"CD8 Activated"	1
"3145"	3.46538159812804	8.0884421312971	12.0271369354235	0.00237016522115822	0.11923733299942	3145	0.123336026799206	"CD8 Activated"	0.952922077922078
"1640"	3.29239864281428	8.15448746413039	12.01064727026	0.00237242975877809	0.11923733299942	1640	0.123336026799206	"CD8 Activated"	0.942766295707472
"381"	4.13971862097444	8.06233021013066	11.9415316491704	0.0024394614924242	0.11923733299942	381	0.123336026799206	"CD8 Activated"	0.995327102803738
"1733"	3.51962606934607	7.4212665453823	11.9411635505089	0.00243976426006189	0.11923733299942	1733	0.123336026799206	"CD8 Activated"	0.972826086956522
"1306"	3.86717636597876	8.6594940090946	11.9020568119091	0.00247216826230769	0.11923733299942	1306	0.123336026799206	"CD8 Activated"	0.997233748271093
"922"	2.98125309917505	7.87770854445322	11.6235434917543	0.00268053053440547	0.126077307695717	922	0.130457965659915	"CD8 Activated"	0.815909090909091
"2144"	4.00158011621792	8.08558390303752	11.6533309940721	0.0026897502543257	0.126077307695717	2144	0.130457965659915	"CD8 Activated"	0.996835443037975
"355"	3.71332239163782	8.84338947195421	11.4896406758686	0.00284447342316339	0.131477882670664	355	0.136096748326021	"CD8 Activated"	1
"1759"	4.07111659119265	7.74448838935252	11.3536152561904	0.00298055656610095	0.135880715780602	1759	0.140686969604823	"CD8 Activated"	0.983471074380165
"1808"	3.59763084887109	8.15841219703648	11.2668677976754	0.00307109663460419	0.136776556695652	1808	0.142249783942634	"Mixed"	0.420454545454545
"2442"	4.69787415862338	8.35926738274239	11.2413658051606	0.00309828949370381	0.136776556695652	2442	0.142249783942634	"CD8 Activated"	0.998178506375228
"1146"	3.37775547982126	7.76917272416452	11.2179403918222	0.00312350309761706	0.136776556695652	1146	0.142249783942634	"Mixed"	0.57
"2012"	4.07167093842093	8.26792735026295	11.1272740234994	0.00322325365461593	0.138994679826823	2012	0.144567740452742	"CD8 Activated"	0.99820788530466
"337"	4.41549937096112	8.43409417283919	11.0966949516157	0.00325768780844117	0.138994679826823	337	0.144567740452742	"CD8 Activated"	0.998272884283247
"2329"	3.83947818794866	8.59502796700282	10.9329681955613	0.00344912437376726	0.145299821720221	2329	0.151081931639147	"CD8 Activated"	0.99625468164794
"344"	3.51243129179798	7.5463812894368	10.6478487504191	0.00381295707387246	0.158461139373946	344	0.164833081441537	"CD8 Activated"	0.995180722891566
"389"	4.15142261940262	8.9676617115864	10.6151996316453	0.00385726376267155	0.158461139373946	389	0.164833081441537	"CD8 Activated"	0.985815602836879
"423"	3.95122043203699	8.5346394759996	10.5533430446843	0.00394277922127175	0.158461139373946	423	0.164833081441537	"CD8 Activated"	0.996951219512195
"1553"	4.05031059237388	8.59304838986581	10.5467582494503	0.00395200557933818	0.158461139373946	1553	0.164833081441537	"CD8 Activated"	1
"3160"	3.52902542355848	7.7697220136369	10.4776350262156	0.00405031543630549	0.160469640143151	3160	0.166973430681972	"CD8 Activated"	1
"1929"	3.6666764230705	8.69601449988172	10.2705843800322	0.00436138351139806	0.170760992069797	1929	0.177692366355516	"CD8 Activated"	0.996240601503759
"1025"	3.06705750111606	7.66966006120847	10.1738602269749	0.0045157011554726	0.172773661941711	1025	0.179976508903982	"Mixed"	0.509036144578313
"2080"	3.21698244507647	8.19064562610115	10.1732958488646	0.00451661916734642	0.172773661941711	2080	0.179976508903982	"CD8 Activated"	0.978625954198473
"815"	3.79367150050673	8.15202776152	10.1267420416356	0.00459306038864459	0.17370119287965	815	0.18102273586536	"CD8 Activated"	0.973895582329317
"1068"	3.69705672319758	8.66052512296893	10.0680277111159	0.00469152192126405	0.174729696814681	1068	0.182029403303869	"CD8 Activated"	1
"1348"	3.64065439994921	8.46259484835216	10.0482214954825	0.0047252622335701	0.174729696814681	1348	0.182029403303869	"CD8 Activated"	0.994428969359331
"2663"	3.79586681457593	8.14422537104339	9.9991324548973	0.00481005225876433	0.175910482606238	2663	0.183301549128773	"CD8 Activated"	0.995633187772926
"1837"	2.58760826750896	8.2437497664762	9.82114753911504	0.00502893597445245	0.181916292641063	1837	0.189702064034489	"CD8 Activated"	0.791011235955056
"1755"	3.75016781355432	8.1515371388676	9.77028795761524	0.00522824833984195	0.187092585752624	1755	0.194984331332568	"CD8 Activated"	0.990182328190743
"1937"	3.47341366058988	8.54887545687816	9.70300721202709	0.00535875643983341	0.189065336527123	1937	0.197079462156411	"CD8 Activated"	1
"1043"	3.75810044173405	7.6180044989831	9.68363685960762	0.00539699728668169	0.189065336527123	1043	0.197079462156411	"CD8 Activated"	0.997840172786177
"2938"	3.8145397267447	7.3159020503126	9.62286424702758	0.00551895330887603	0.189577708852849	2938	0.198011090139675	"CD8 Activated"	0.982954545454545
"2068"	3.30938110087756	8.38647057838398	9.61961851238998	0.00552555221115575	0.189577708852849	2068	0.198011090139675	"CD8 Activated"	1
"429"	3.81932920854163	7.95776261709525	9.57013550129605	0.00562724810449556	0.191096751956747	429	0.19963198273134	"CD8 Activated"	0.974226804123711
"1919"	3.97718678162508	7.68375933583998	9.48605589287905	0.00580484389062958	0.194711245445384	1919	0.203973124488708	"CD8 Activated"	1
"223"	3.6656764966768	7.60769516987262	9.42904200638807	0.00592880785894369	0.194711245445384	223	0.204703275712114	"GDT"	0.768817204301075
"1097"	3.54425875762307	8.31322060560192	9.42461543277767	0.00593855470196253	0.194711245445384	1097	0.204703275712114	"CD8 Activated"	0.985135135135135
"834"	3.53572106431923	8.28608138788796	9.38463031680389	0.00602740821951059	0.194711245445384	834	0.204850330521658	"GDT"	0.802139037433155
"2282"	3.61832552857136	8.25857933083427	9.32672086095289	0.00615872076408654	0.194711245445384	2282	0.204850330521658	"CD8 Activated"	0.996784565916399
"575"	3.98021129123548	8.22439435116418	9.30854883647377	0.00620057908723267	0.194711245445384	575	0.204850330521658	"CD16 NK"	0.996138996138996
"3154"	3.62439199823761	8.11905974782744	9.27890417988853	0.00626954372911444	0.194711245445384	3154	0.204850330521658	"CD8 Activated"	0.983572895277207
"611"	3.37219153897303	8.32189260672433	9.23849467114689	0.00636492728843898	0.194711245445384	611	0.204850330521658	"Mixed"	0.553956834532374
"2703"	-4.20456538812934	8.71888778476809	9.21075831540188	0.00638262625744503	0.194711245445384	2703	0.204850330521658	"CD16 NK"	0.970899470899471
"3100"	3.48314913778138	8.29792642663962	9.21854183709585	0.00641261787616061	0.194711245445384	3100	0.204850330521658	"CD8 Activated"	1
"2095"	-2.93531137280488	7.99445189477099	9.16407382740914	0.00642554125271889	0.194711245445384	2095	0.204850330521658	"CD16 NK"	0.969811320754717
"1697"	3.41477024142246	7.18462820882269	9.18757205036739	0.00648742880859581	0.194711245445384	1697	0.204850330521658	"CD8 Activated"	1
"1188"	3.38623154992172	8.0767460781456	9.18475760489051	0.00649427531383342	0.194711245445384	1188	0.204850330521658	"CD8 Activated"	0.995789473684211
"2246"	3.62031539699904	8.26739204391821	9.14212755527552	0.00659896595572383	0.196083559827222	2246	0.206222839672899	"CD8 Activated"	0.997202797202797
"56"	2.98454556174761	8.27427964798243	9.05997335959185	0.00678478984440527	0.198112334335726	56	0.208476917598321	"CD8 Activated"	0.769230769230769
"2225"	3.39749993467316	8.43199571671209	9.06768765719188	0.00678629991414445	0.198112334335726	2225	0.208476917598321	"CD8 Activated"	0.973544973544973
"1140"	3.99725942305231	7.55918238039702	9.0345807955379	0.0068715078868502	0.198855463021195	1140	0.209322310632787	"CD16 NK"	1
"1520"	3.43849366236408	8.47955584332104	9.00868044329662	0.00693899720317725	0.199077437001499	1520	0.209665952848118	"CD8 Activated"	0.996031746031746
"1353"	3.20000810920443	8.3112847104179	8.92855114066427	0.00715250093701292	0.200430082822702	1353	0.211496747431459	"CD8 Activated"	0.992548435171386
"310"	-3.74902048501583	8.47807485301554	8.87754760870058	0.00717250189394069	0.200430082822702	310	0.211496747431459	"CD16 NK"	0.998639455782313
"3237"	3.9037426673331	7.77553038884577	8.91171574055758	0.00719828074180354	0.200430082822702	3237	0.211496747431459	"GDT"	0.875634517766497
"2552"	3.3913954278319	7.73830766426145	8.90119805929791	0.00722704625562627	0.200430082822702	2552	0.211496747431459	"GDT"	0.810958904109589
"2267"	3.34303895297134	7.78724533895495	8.82776713076484	0.0074314736519625	0.20332021769973	2267	0.214654532377841	"CD8 Activated"	0.997175141242938
"897"	-4.34090840901776	8.07622835669706	8.79801013939836	0.00751613868829777	0.20332021769973	897	0.214654532377841	"CD16 NK"	0.953068592057762
"2100"	3.24297445149054	8.2674337994919	8.78058651700971	0.00756621002634193	0.20332021769973	2100	0.214654532377841	"CD8 Activated"	0.973011363636364
"748"	3.59802625428343	8.44740781973307	8.77732184239998	0.00757563311140819	0.20332021769973	748	0.214654532377841	"CD8 Activated"	0.996343692870201
"3258"	-3.38224068181663	8.51858600696027	8.67428495298705	0.00774685972386196	0.204360463089331	3258	0.216314254257652	"CD16 NK"	0.989766081871345
"2839"	2.80931244173358	8.20008076686812	8.68905290268107	0.00778091209888078	0.204360463089331	2839	0.216314254257652	"Mixed"	0.406040268456376
"2838"	3.26796342074633	7.75593619829065	8.69309507299063	0.00782331186099257	0.204360463089331	2838	0.216314254257652	"CD8 Activated"	0.986072423398329
"1706"	3.14765483430143	7.82536184862642	8.6808652890763	0.00786001781112812	0.204360463089331	1706	0.216314254257652	"CD8 Activated"	0.995
"190"	3.15239150197758	8.09582098640826	8.63303127491804	0.00800543533891474	0.206527820216343	190	0.218782934616954	"GDT"	0.832635983263598
"742"	3.56828932000897	8.91987289594703	8.53506197229984	0.00831269931744259	0.21162836992339	742	0.224158418816876	"CD8 Activated"	1
"2545"	3.89987849488185	8.14095071957717	8.52225250643137	0.00835383479760833	0.21162836992339	2545	0.224158418816876	"CD8 Activated"	0.983157894736842
"347"	3.06796436532759	8.30464667376847	8.50983935733817	0.0083939137109037	0.21162836992339	347	0.224158418816876	"CD8 Activated"	0.993948562783661
"2841"	-3.79092409242487	8.18165953202993	8.4754933683092	0.00849326051026927	0.212523090061475	2841	0.224231538643891	"Mixed"	0.620786516853933
"2238"	-3.30567512138454	7.9370384211699	8.43005154076665	0.00855885053306209	0.212566078910676	2238	0.224529962592476	"Mixed"	0.668407310704961
"1885"	3.72774555937229	8.73646200801821	8.40051184187871	0.00875629142491393	0.215858798978619	1885	0.227956378969206	"CD8 Activated"	0.99740932642487
"87"	-2.98168808282734	7.86383423454102	8.27737521878931	0.00904032184758868	0.221221993446876	87	0.233188469790808	"Mixed"	0.642659279778393
"2039"	2.55933729639435	7.64280020251645	8.26375517334865	0.00916614569232811	0.222663743533343	2039	0.234899036212394	"Mixed"	0.549079754601227
"2721"	3.19062526173989	8.29929144205979	8.20846442028513	0.00943577795399349	0.227552674136887	2721	0.240181816288924	"CD8 Activated"	0.991266375545852
"3182"	3.23247981958443	8.5308924160781	8.18748444890732	0.00951349674560405	0.227776382513455	3182	0.240367035778433	"CD8 Activated"	1
"3313"	2.24310685693879	8.08510963273531	8.09426277460307	0.00971652988171323	0.230164744638734	3313	0.242841808369282	"Mixed"	0.371859296482412
"903"	2.49132234011837	7.64762979400733	8.09720952966726	0.00975604677981918	0.230164744638734	903	0.242841808369282	"Mixed"	0.556756756756757
"3306"	3.28040652658319	7.77876559397998	8.10314147222975	0.00983321206878464	0.230164744638734	3306	0.243200115331178	"GDT"	0.840796019900497
"1358"	2.31510382396914	7.6426072788088	8.03133710792407	0.00996173457912791	0.230164744638734	1358	0.243200115331178	"CD8 Activated"	0.768456375838926
"1816"	2.96387563501323	7.77319993742052	8.05471975463146	0.0100221577744063	0.230164744638734	1816	0.243200115331178	"CD16 NK"	1
"2835"	-3.72743456559891	8.17440402164961	8.0531851888916	0.0100282115302333	0.230164744638734	2835	0.243200115331178	"CD16 NK"	0.964814814814815
"369"	2.34452500293781	8.30429268483144	7.93761964849514	0.0103397784008975	0.235690291220459	369	0.249208479550511	"CD8 Activated"	0.934895833333333
"2662"	2.97707392456342	7.97642479051455	7.9490492925121	0.0104486973658326	0.236552821996537	2662	0.250296412083942	"GDT"	0.721603563474387
"2369"	2.87130037367131	8.43947133445587	7.90973087085545	0.0105982136058377	0.238316587028567	2369	0.252145531536224	"CD8 Activated"	0.995810055865922
"152"	3.33259477585352	8.64718986687213	7.86279696715309	0.0108118722223249	0.240967845431141	152	0.253939391213396	"CD8 Activated"	1
"3276"	-4.71198655792454	8.95236386415889	7.85139381721715	0.0108609305332546	0.240967845431141	3276	0.253939391213396	"CD4 Naive"	0.832993890020367
"3042"	2.63569296241707	8.49674830973538	7.78142661985504	0.0110058107062471	0.242565152519141	3042	0.255114458556729	"Mixed"	0.515384615384615
"2821"	3.29082350194836	7.87865256369983	7.76330931433824	0.0112483554080703	0.245633622241053	2821	0.258516988473325	"GDT"	0.749408983451537
"2960"	3.62382392876046	8.30068366570546	7.73761513306465	0.0113642513042707	0.245633622241053	2960	0.258516988473325	"CD8 Activated"	0.996052631578947
"2558"	3.28794386419721	7.60540343698015	7.73712837453014	0.0113664596830295	0.245633622241053	2558	0.258516988473325	"CD8 Activated"	0.970149253731343
"3140"	3.17380526227619	7.52974689538794	7.69989932968057	0.0115367907949179	0.246372072757504	3140	0.259566721010184	"CD8 Activated"	0.975391498881432
"681"	3.48389982750758	8.43738927222641	7.68297726104968	0.0116151522897291	0.246372072757504	681	0.259566721010184	"CD8 Activated"	0.994604316546763
"2480"	3.53254112057811	7.67732006931361	7.65881229083361	0.0117280846508946	0.246372072757504	2480	0.259566721010184	"CD8 Activated"	0.981132075471698
"771"	-3.33901430742352	8.22328278707695	7.63267257356496	0.0117353139286942	0.246372072757504	771	0.259566721010184	"CD16 NK"	0.996533795493934
"803"	2.71166510424233	8.01305191520258	7.63727339528936	0.0118297771568577	0.246372072757504	803	0.259566721010184	"CD8 Activated"	0.992236024844721
"2685"	3.30176338069348	8.58459739895245	7.63152875472839	0.0118570654196443	0.246372072757504	2685	0.259566721010184	"CD8 Activated"	0.973584905660377
"168"	3.37467828962174	8.19063333085371	7.61857818878791	0.0119188412602037	0.246372072757504	168	0.259566721010184	"CD8 Activated"	0.989451476793249
"1329"	2.80806994890271	8.45709588711936	7.53209363761708	0.0123251745912383	0.250097028757978	1329	0.263306467724072	"CD8 Activated"	0.975967957276369
"2808"	3.03262044631849	8.11960198814104	7.53075680847226	0.0123473560575904	0.250097028757978	2808	0.263306467724072	"CD8 Activated"	0.9688013136289
"1209"	3.21330055103684	8.03585461367796	7.52895637716856	0.0123563190255005	0.250097028757978	1209	0.263306467724072	"CD8 Activated"	0.962462462462462
"1034"	4.09856814473212	7.91758624595853	7.52027432164871	0.0123996423512819	0.250097028757978	1034	0.263306467724072	"CD8 Activated"	0.989473684210526
"1218"	3.35043924383566	8.07402163568509	7.48509477207387	0.0125769307824005	0.25214473279415	1218	0.265454653095978	"CD8 Activated"	0.995584988962472
"578"	3.23303977891068	7.89393844084365	7.42088383613964	0.0129078644177111	0.257229777138578	578	0.270994907985712	"GDT"	0.900462962962963
"1940"	3.25444217470069	7.68648239242129	7.33859526426224	0.0133462626868535	0.264383108463384	1940	0.278472015135835	"CD8 Activated"	0.984304932735426
"2067"	2.55830416036701	7.96187753948753	7.28019827467805	0.0136674599901505	0.265921517774502	2067	0.278692807510603	"CD8 Activated"	0.788461538461538
"3205"	2.75220170343876	8.09684544106894	7.27685617993245	0.0136861017444662	0.265921517774502	3205	0.278692807510603	"CD8 Activated"	0.880774962742176
"888"	3.2515330447203	7.41580355450706	7.27058021480483	0.0137211850042959	0.265921517774502	888	0.278692807510603	"CD8 Activated"	0.997297297297297
"1161"	-2.99049429180617	8.63660768263443	7.23433690720767	0.0137441549165094	0.265921517774502	1161	0.278692807510603	"CD4 Activated"	0.789013732833958
"986"	-3.69421677269297	8.62125932031746	7.24947016082165	0.01382344428335	0.265921517774502	986	0.278692807510603	"Mixed"	0.589318600368324
"1222"	3.11816337302355	7.98473525860593	7.2328007759105	0.0139345096628441	0.266517518149111	1222	0.279303462861288	"CD8 Activated"	0.98220640569395
"1991"	2.13451383561014	8.06678917058409	7.18571549356325	0.0140221071337908	0.266660414521462	1991	0.279538112317637	"CD8 Activated"	0.869565217391304
"1594"	2.95850232398844	8.97588944578356	7.20005625758694	0.0141224037078926	0.267041815567423	1594	0.27992656515946	"CD8 Activated"	0.995337995337995
"1075"	3.05498761568018	8.09401474908832	7.17852022763282	0.0142475236303038	0.267885642043227	1075	0.280976135463048	"GDT"	0.794979079497908
"1477"	3.3192852120193	8.58235716943805	7.15842925032373	0.0143653654643836	0.268326894793972	1477	0.28156645646903	"CD8 Activated"	1
"3295"	3.26410031239958	8.27308184640168	7.1471084776834	0.0144322458437864	0.268326894793972	3295	0.28156645646903	"CD8 Activated"	1
"2334"	2.87346575536815	7.75175952491496	7.09134365362206	0.0147668097515285	0.272054380334614	2334	0.285580553298378	"Mixed"	0.596401028277635
"2538"	3.27259795623979	8.49962202401997	7.08650809912821	0.0147962268150737	0.272054380334614	2538	0.285580553298378	"CD8 Activated"	0.976573938506589
"1485"	3.23784215426793	8.69910071521718	7.0658595312276	0.0149225812990803	0.272870058040326	1485	0.286419083993941	"CD8 Activated"	1
"1376"	2.1971133583639	8.32469985242144	7.01212279246409	0.0150668406262748	0.272892003496773	1376	0.286505064146347	"Mixed"	0.482
"821"	3.23320706600456	8.15069413710391	7.02659832812163	0.0151661721906819	0.272892003496773	821	0.286505064146347	"CD8 Activated"	0.979035639412998
"219"	2.86963202603605	7.76666966125504	7.02602248669363	0.0151697778386127	0.272892003496773	219	0.286505064146347	"CD8 Activated"	0.992467043314501
"1269"	3.06768926679978	8.31794355919594	6.98969340506613	0.0153992025419017	0.275356021440121	1269	0.288714011138395	"CD8 Activated"	0.998583569405099
"3275"	3.50410790052869	7.54812437898305	6.95995522694285	0.0155898936482705	0.275356021440121	3275	0.288714011138395	"CD8 Activated"	0.992610837438424
"1191"	3.16053098670342	8.05120782313139	6.95678861843681	0.0156103540506255	0.275356021440121	1191	0.288714011138395	"GDT"	0.87089715536105
