"gene"	"log2FC"	"pval"	"adjp"
"PJA2"	"-0.123592978432737"	"0.00139086876399825"	0.0031366661666002
"CDCA7"	"-0.312833783883337"	"0.00139413083340625"	0.0031426058714277
"MX1"	"-0.307018911968931"	"0.00140395941871582"	0.00316333559117862
"PRR14"	"-0.100427885246947"	"0.00140724978544448"	0.00316932166897492
"MAN2A1"	"-0.160580200090623"	"0.00141054726100927"	0.00317531836164193
"FGL2"	"-0.324957899712928"	"0.00141385185925931"	0.00317989523381973
"RCHY1"	"0.0929533865160158"	"0.00141385185925931"	0.00317989523381973
"AHNAK"	"-0.076077057927216"	"0.00141716359406706"	0.00318591114495435
"RASA1"	"-0.220005077430162"	"0.00142048247932845"	0.00319193771859879
"TAOK3"	"0.061032172441045"	"0.00142714175691315"	0.00320546163811386
"ZDHHC17"	"-0.19321399423193"	"0.00143048217714573"	0.00321152237436398
"FKBP2"	"-0.0953188518937481"	"0.00143382980365057"	0.00321578720811634
"NUP155"	"-0.15689496534959"	"0.00143382980365057"	0.00321578720811634
"IL10"	"-Inf"	"0.00143431052805029"	0.00321578720811634
"SRRT"	"-0.146315846655888"	"0.00144054673155482"	0.00322687628805966
"HDAC10"	"-0.157780003191555"	"0.00144054673155482"	0.00322687628805966
"PIGQ"	"0.183097989422043"	"0.00148146112402164"	0.00331704052925526
"TPP1"	"-0.10062940583432"	"0.00148491853952186"	0.00332032299270824
"ESYT2"	"-0.143686629409697"	"0.00148491853952186"	0.00332032299270824
"GUF1"	"-0.166398648672977"	"0.00148491853952186"	0.00332032299270824
"APPL2"	"-0.191325097060968"	"0.00149185568494177"	0.00333434411799765
"DHX36"	"-0.0949760021596172"	"0.00149533544367621"	0.00334062880271032
"SREK1"	"-0.133325342274611"	"0.00149882267901037"	0.00334692457161155
"CYHR1"	"-0.126056025644399"	"0.00150231740541206"	0.00335323144215579
"SPG11"	"0.0768360047409286"	"0.0015058196373733"	0.00335954943182036
"FTL"	"0.0457444979008323"	"0.00150932938941038"	0.00336587855810554
"ZNF75A"	"0.160076893795054"	"0.00151284667606387"	0.00337221883853453
"METRNL"	"-0.147522321287609"	"0.00151637151189867"	0.00337857029065352
"ALDH1A1"	"-1.99167956381042"	"0.001528930792523"	0.00340503643107749
"HIST1H1E"	"-0.153538077484832"	"0.00155564714205485"	0.00346299377149905
"CD247"	"0.0659912935460687"	"0.00156288802474967"	0.00347756490204531
"PIKFYVE"	"0.0888728389327274"	"0.00157746297772681"	0.00350843477749644
"MSL2"	"0.0991151600363993"	"0.00158112621734606"	0.00351501926185111
"ABR"	"-0.101764379805046"	"0.00159216297993564"	0.00353798277460598
"MGME1"	"-0.191062232823402"	"0.00160327062513321"	0.00356108333344419
"PLCD1"	"-0.133737958872993"	"0.00161071530318695"	0.003576031045957
"MLLT10"	"0.0920779548042152"	"0.00161819178825191"	0.00359103608022895
"DUS2"	"0.202024092245047"	"0.00162194199657727"	0.00359776224695322
"EEF1A1"	"0.0172099659114275"	"0.00162570020250243"	0.00360450018303065
"PFKFB4"	"-0.885027652602117"	"0.001649082687221"	0.00365472379330059
"ENTPD1-AS1"	"-0.179485503354064"	"0.00165988648649032"	0.00367703817777882
"CHST11"	"0.132968816596376"	"0.00166757271327188"	0.00369242970862592
"ZNF91"	"-0.117907701142024"	"0.00167142809380772"	0.00369932890496735
"CR1"	"-1.41822894854995"	"0.0017147275677868"	0.00379348398676231
"IL11RA"	"-0.377803649513121"	"0.00171832391004022"	0.00379975959240547
"DVL3"	"0.139815264347979"	"0.00172229987347789"	0.00380518726463622
"TRIM13"	"-0.121208770543543"	"0.00172229987347789"	0.00380518726463622
"TTN-AS1"	"-0.160629552538819"	"0.00173025149593761"	0.00382106754202204
"MARCH8"	"-0.151204281665232"	"0.00175834877490919"	0.00388140360639707
"IFT88"	"-0.210482418451963"	"0.00177459194353629"	0.00391553105494862
"HIPK3"	"0.0900666771589243"	"0.00178686499132821"	0.00394087243678294
"CACUL1"	"-0.157584004527423"	"0.00179097326115937"	0.00394819226633723
"AC005332.5"	"-0.0968790535728857"	"0.00182415329717391"	0.00401956598786956
"MTMR11"	"-0.63466561207933"	"0.00183564966718412"	0.00404311740874283
"NRROS"	"-0.174887048161942"	"0.00183674076432856"	0.0040437400101987
"S100P"	"-0.757947391727868"	"0.0018441668925817"	0.00405830303418111
"C1orf21"	"0.197237998918794"	"0.00185789735666057"	0.00408133622222932
"EHMT1"	"-0.1090484919681"	"0.00185789735666057"	0.00408133622222932
"RAF1"	"0.0892949116889518"	"0.00185789735666057"	0.00408133622222932
"SMKR1"	"0.196492340384407"	"0.00185789735666057"	0.00408133622222932
"ARHGAP17"	"0.110442174393755"	"0.00187498357350173"	0.0041170622627988
"HAL"	"-0.930054197444721"	"0.00188241596953991"	0.00413156852989848
"PLEKHO2"	"-0.266584748813246"	"0.00188358070159116"	0.00413231169708727
"CREBBP"	"0.0932267636398362"	"0.00188789283002428"	0.00413995613142545
"HSBP1"	"-0.0998860404461625"	"0.00189654430093558"	0.00415710543088509
"PUM2"	"-0.117173407285287"	"0.00190523217125295"	0.00417431945712101
"PHLDB2"	"0.202375463771295"	"0.0019095897990473"	0.00418203510281725
"ATG16L2"	"0.0750180197323169"	"0.00192271765935774"	0.0042089425523446
"PCMTD1"	"-0.107087095824349"	"0.00193151555288014"	0.00422635205402732
"TMEM260"	"-0.176600194158717"	"0.00194922233154142"	0.00426323135215137
"TAP1"	"0.0746554322446642"	"0.00196707802780793"	0.00429852524905866
"PREPL"	"-0.158051460019361"	"0.00196707802780793"	0.00429852524905866
"FAM193A"	"-0.145278798398887"	"0.00199414324649536"	0.00435576616548899
"CD3G"	"0.079038600333581"	"0.00199868720456327"	0.00436188193596225
"DENND3"	"-0.252500914350742"	"0.00199868720456327"	0.00436188193596225
"CEP295"	"0.117049039543474"	"0.00202154986660817"	0.00440985278359096
"MBTPS1"	"-0.12048692505741"	"0.00203076193800739"	0.00442608767490761
"EIF5B"	"-0.0941399461671245"	"0.00203076193800739"	0.00442608767490761
"IRS2"	"-1.07184843161084"	"0.00205646981437973"	0.00448016638132727
"NPLOC4"	"-0.132147922527453"	"0.00205862975541268"	0.00448096868432299
"CAB39"	"0.106055145388386"	"0.00205862975541268"	0.00448096868432299
"KMT2D"	"-0.139842037356796"	"0.00207269483492041"	0.00450962138506824
"ADAM28"	"-1.56520142571184"	"0.00208493068467092"	0.00453427099335824
"PKNOX1"	"0.153121505112618"	"0.00209633265765369"	0.00455708646396513
"SLC2A4RG"	"0.0885219159783863"	"0.00210585682180572"	0.00457381494688329
"ABL2"	"-0.204149305115988"	"0.00210585682180572"	0.00457381494688329
"UBE2E3"	"0.0757151859502221"	"0.00213466792039313"	0.00463437887925627
"C1orf216"	"0.155772889868205"	"0.00213950476125189"	0.00464286456216137
"SLC16A3"	"-0.210503204254593"	"0.00216384004422018"	0.00469363742462677
"ZNF148"	"0.0805075494838248"	"0.00218349068893455"	0.00473010845649659
"IQCB1"	"0.112187709160847"	"0.00218349068893455"	0.00473010845649659
"COMMD3"	"0.124826347232086"	"0.00218349068893455"	0.00473010845649659
"HTT"	"-0.111886853163084"	"0.00218842884277472"	0.00473875371063167
"PPP1CB"	"-0.130696661443405"	"0.00219337723147055"	0.00474741363557581
"IFNG-AS1"	"-1.97418200827376"	"0.00219785545550509"	0.00475403201106647
"NPIPA1"	"0.171931551213449"	"0.00219833587396976"	0.00475403201106647
"RAB10"	"0.0766290262683482"	"0.00223837643448917"	0.00483853021837287
"MTO1"	"0.102254743670371"	"0.0022484904480584"	0.00485619569135929
"CBLL1"	"-0.106306396253264"	"0.0022484904480584"	0.00485619569135929
"PLCG1"	"-0.217292944353558"	"0.00225356314151659"	0.00486505085622183
"LILRA1"	"0.722019737309967"	"0.00225578941976034"	0.00486775611632494
"AP002387.2"	"0.0820932519306474"	"0.00225864631849203"	0.00486971934702463
"DLEU2"	"0.166607775596017"	"0.00225864631849203"	0.00486971934702463
"SMG5"	"0.123134713628263"	"0.00226884420038105"	0.00488959874636192
"CCDC92"	"-0.149128585516567"	"0.00227395894406377"	0.00489640234102754
"RYK"	"0.108146627815029"	"0.00227395894406377"	0.00489640234102754
"AL138963.3"	"0.240405426228966"	"0.00227908424880208"	0.00490321695161635
"PIAS2"	"-0.168781435040095"	"0.00227908424880208"	0.00490321695161635
"PREX1"	"-0.111768801841275"	"0.00229969146798183"	0.00494542421446479
"VCPIP1"	"0.0882602954331086"	"0.00231005895133244"	0.00496558438958525
"ENTPD3-AS1"	"0.128360949379343"	"0.00233092245071024"	0.00500827925191264
"ZMYM1"	"0.124946884950023"	"0.00233616521819026"	0.00501738875971991
"FCGR1B"	"-Inf"	"0.00233916280392844"	0.00502167053444208
"DAPK1"	"-1.24516973857044"	"0.00235125665724065"	0.00504480108793618
"LINC02273"	"-0.663917163686104"	"0.00235195444563518"	0.00504480108793618
"PLEKHA1"	"0.0813284246591175"	"0.00239992625634025"	0.00514328668989457
"SULT1A2"	"-1.67133390413591"	"0.00239890677232534"	0.00514328668989457
"APH1B"	"-0.195787798947678"	"0.00241611348360022"	0.00517133061402152
"GTPBP1"	"-0.159158213281709"	"0.00241611348360022"	0.00517133061402152
"UBQLN4"	"-0.115215417447196"	"0.00241611348360022"	0.00517133061402152
"ATF7IP"	"0.0961019709683074"	"0.00243785191062206"	0.00521339686059493
"GM2A"	"-0.119488767260319"	"0.00243785170808042"	0.00521339686059493
"KLHDC10"	"-0.167245318710727"	"0.00244331441313956"	0.00522284559595046
"KAT7"	"0.100434029661899"	"0.00248741932318645"	0.00531485324843171
"VPS16"	"0.120450318054917"	"0.00249298335666595"	0.00532219494239995
"ZBTB17"	"-0.143886965908158"	"0.00249298335666595"	0.00532219494239995
"DDX39B"	"-0.140216668327612"	"0.00250414559738025"	0.00534146536379361
"TADA2B"	"-0.234418403481229"	"0.00250414559738025"	0.00534146536379361
"RELT"	"-0.31164072821741"	"0.00250974384612891"	0.00534656674545861
"DENND4A"	"-0.140756093775063"	"0.00250974384612891"	0.00534656674545861
"DMXL1"	"-0.130897480832515"	"0.00250974384612891"	0.00534656674545861
"DDI2"	"-0.194566564091379"	"0.00252660735569696"	0.00538020008224614
"KIZ"	"-0.0914342463134812"	"0.0025322515162242"	0.00538992429112913
"SBNO1"	"0.079355652422201"	"0.00254357444883818"	0.00541172241305341
"IQGAP1"	"0.0702841480210634"	"0.00254925326288855"	0.00542149864837097
"CEACAM4"	"-3.20715646845154"	"0.0025509202956676"	0.00542273834208641
"SLC35F5"	"-0.148603013671546"	"0.00256064569162738"	0.00544110014847925
"RALGDS"	"-0.119460825082513"	"0.00257208466179601"	0.00546308597804826
"CAMKK2"	"-0.203913588179142"	"0.00263583851077816"	0.0055937480826951
"LINC02256"	"-0.228351808555441"	"0.00268310868316569"	0.00569164954758048
"CRIP1"	"-0.0722386023830084"	"0.00268907161299828"	0.00570188054608622
"TTC13"	"-0.105689110883222"	"0.0027070331361425"	0.00573753379109525
"AC025159.1"	"-0.0935818206888993"	"0.0027130446280159"	0.00574783957193373
"ADGRG5"	"0.180745185261895"	"0.00271906831519014"	0.00575572565069026
"MAP3K7"	"-0.0991150780866337"	"0.00271906831519014"	0.00575572565069026
"ADNP"	"0.113772732035794"	"0.00273115236340639"	0.00577885961157308
"PRKD2"	"0.0841786303796356"	"0.00273721276851457"	0.00578678709556631
"AEBP2"	"0.107837139661335"	"0.00275546777293964"	0.00582291922274782
"TOX"	"0.0876774131200443"	"0.00276157744461618"	0.00583336586907523
"NPTN"	"0.117341501573074"	"0.00276769948839485"	0.00584136406791183
"HSDL1"	"-0.172959864662876"	"0.00276769948839485"	0.00584136406791183
"CARD8"	"-0.0962470676067798"	"0.00278614007502523"	0.00587780373482758
"SLC25A6"	"0.0395670617761556"	"0.00279231183006276"	0.00588585915464556
"CSNK2A2"	"-0.193889376368279"	"0.00279231183006276"	0.00588585915464556
"CCDC82"	"-0.0922107472674168"	"0.00280469281364658"	0.00590697829636219
"AC233755.1"	"-Inf"	"0.00280459142604881"	0.00590697829636219
"PCGF1"	"-0.150310023924646"	"0.00282960530380362"	0.00595693843839466
"AL662844.4"	"0.096736195187088"	"0.00286735305529486"	0.00603386621059524
"CDC25B"	"-0.0965868707141207"	"0.00289916007020441"	0.00609823325111962
"SFMBT2"	"-0.203965192191913"	"0.00290555998985136"	0.00610655927278845
"CHD7"	"-0.396154514027971"	"0.00290555905547864"	0.00610655927278845
"YY1AP1"	"0.0990165426357632"	"0.00291197280197692"	0.00611746659197335
"SPATA33"	"0.118862217792369"	"0.00293775343650965"	0.00616903555391321
"DGKE"	"-0.125476690054124"	"0.00294423105726462"	0.00618004353690207
"ZC3H8"	"-0.116031034220873"	"0.00295072170923538"	0.00619106962650813
"PTGS2"	"-2.01154066539924"	"0.00296611271102143"	0.00622075294781098
"PILRB"	"0.117248517778153"	"0.00298337125209769"	0.00625170632718586
"WDR83"	"-0.153692735807733"	"0.00298337125209769"	0.00625170632718586
"SPATA20"	"0.113872234077521"	"0.00302963446358412"	0.00634599312682067
"SLC15A4"	"-0.157179941307276"	"0.00306980845042768"	0.00642745159859324
"MTSS1"	"-0.226780385826141"	"0.00307655115179604"	0.00643887400053715
"AP5M1"	"-0.0968908900546875"	"0.00309007708676246"	0.00646447745210616
"RP9"	"0.0789709271868895"	"0.00309686036829177"	0.00647595968319207
"CTSS"	"0.0579526020913573"	"0.003103657224532"	0.00648746069248185
"TMEM156"	"-0.185413734830166"	"0.00311729175739961"	0.00651051915261497
"PRDM4"	"0.117055735869309"	"0.00311729175739961"	0.00651051915261497
"PRKCH"	"0.0773019979199762"	"0.00317932547930292"	0.00663730636372004
"EML3"	"0.0965101095985856"	"0.00318628711857456"	0.00664906473387983
"IGF2R"	"-0.114307493872823"	"0.00320725547581245"	0.00668445495417245
"PPP3R1"	"0.105512917940099"	"0.00320725547581245"	0.00668445495417245
"BCOR"	"-0.165343997377122"	"0.00320725547581245"	0.00668445495417245
"CNOT6L"	"-0.0920688144473449"	"0.00321427282322562"	0.00669350235710847
"NCOA1"	"0.117694428774732"	"0.00321427282322562"	0.00669350235710847
"ZNF467"	"-0.339727857543117"	"0.00321761373730931"	0.0066976712084982
"PARVG"	"0.0760926552728747"	"0.0032283495082805"	0.00671722306173838
"HELB"	"-0.245082966001171"	"0.00323540889529186"	0.00672911238846149
"RRP36"	"0.138139278742779"	"0.00327091726585689"	0.00680013639393855
"JPX"	"-0.115972662893276"	"0.003343001156998"	0.00694710917627918
"HMOX1"	"0.191910849525394"	"0.00335658674719392"	0.00697244472984385
"LCP1"	"0.059353695766143"	"0.00337958295856621"	0.00701729927718895
"ANXA4"	"-0.153859772865977"	"0.00340911042008251"	0.00707567233247001
"PRAM1"	"-0.743241476404231"	"0.00343280346126747"	0.00711893984795186
"IRF3"	"-0.0670149930322284"	"0.00343140993445773"	0.00711893984795186
"NAAA"	"-0.0697643947676578"	"0.00345384214943906"	0.00715663563856428
"MAP4K5"	"0.0807147467388705"	"0.00345384214943906"	0.00715663563856428
"PPP1R14A"	"-2.08770498196902"	"0.00346484358314757"	0.00717645863474292
"BBS9"	"-0.110945479698649"	"0.00349910747188825"	0.00724442697615274
"MAP2K4"	"-0.139240071090112"	"0.00350670396272825"	0.00725715069158738
"ZNF101"	"-0.319120453894662"	"0.00351431545748533"	0.00726989492073682
"LEPROT"	"-0.115157752076312"	"0.00352958356339099"	0.00729544503474452
"SPART"	"-0.421880247784378"	"0.00352958356339099"	0.00729544503474452
"AC233755.2"	"-2.61249754331944"	"0.00357194443988904"	0.00737690589939099
"CARD11"	"0.0936621776358227"	"0.00358349841393718"	0.00739771319294832
"ZBP1"	"-0.0974655714238825"	"0.00359126139241251"	0.0074106804805476
"ARID5A"	"-0.130688062040552"	"0.00360683325692492"	0.00743667763855666
"BEST1"	"-0.294612891435655"	"0.00360683325692492"	0.00743667763855666
"OAS1"	"-0.203499805234235"	"0.00361464219613942"	0.00744663931840584
"TESK1"	"-0.233830064304481"	"0.00361464219613942"	0.00744663931840584
"FAM49A"	"0.17252324797328"	"0.00366181960997684"	0.0075407252734064
"CCND3"	"0.0600231062940528"	"0.0037015610673654"	0.00761942734936697
"NMRK1"	"0.105904329951842"	"0.00375785797524961"	0.00772577295199283
"MCOLN1"	"-0.0965309675442183"	"0.00375785797524961"	0.00772577295199283
"FBXL3"	"-0.107865746304304"	"0.00375785797524961"	0.00772577295199283
"RABGAP1L"	"0.0713293694596056"	"0.00379037595141913"	0.00778942502423931
"ENGASE"	"0.174168252898941"	"0.00379854530048287"	0.00780300763573524
"TCL1A"	"-1.10039735168519"	"0.00380395018895812"	0.00781090264579988
"PPP5C"	"-0.124625531845441"	"0.00380673064657488"	0.00781340447031906
"DUSP3"	"-0.300392721669481"	"0.00381479939408451"	0.00782381711783651
"DCTN1"	"0.0905718234177593"	"0.00381493201727374"	0.00782381711783651
"KRCC1"	"-0.0889438862358631"	"0.00382314944019737"	0.00783745635240461
"GLIPR2"	"0.0878119830573939"	"0.00383138294300309"	0.00784790232633147
"CD226"	"-0.255768556287296"	"0.00383138294300309"	0.00784790232633147
"CLSTN3"	"-0.142696787029141"	"0.00384789829908708"	0.00787850482686597
"FCGR1A"	"-1.70039261175504"	"0.0038600917154025"	0.00790023680869202
"MRGBP"	"-0.135883997641915"	"0.00388112319114116"	0.0079400319844941
"CD163"	"-0.794637665886789"	"0.00388642759097779"	0.00794763320117371
"CREBZF"	"0.0663015082324102"	"0.0039230206956041"	0.00801918656289812
"SLC2A1"	"0.122167029953488"	"0.00393989440472483"	0.00804710159756374
"TIGD1"	"0.149760524823398"	"0.00393989440472483"	0.00804710159756374
"CARHSP1"	"-0.138836503916621"	"0.00396532857344246"	0.00809574429565681
"MVD"	"0.0884073125705162"	"0.0039823674193596"	0.00812389960507207
"WHAMM"	"0.0841415090263792"	"0.0039823674193596"	0.00812389960507207
"CDK11B"	"-0.106312881435916"	"0.00399091174746811"	0.00813801082789869
"NAPG"	"0.12201479056128"	"0.0039994727169339"	0.00815214447029477
"PURB"	"-0.159908872761068"	"0.00400805035625021"	0.00816630056291794
"HP"	"-Inf"	"0.00401958851929769"	0.00818647466348821
"SSSCA1"	"-0.0855044681561896"	"0.00405986785970502"	0.00826514409208161
"GNB1"	"0.0508136696944271"	"0.00407727501788405"	0.00829720489806998
"MT-ND2"	"-0.0848982698090753"	"0.00410351278828516"	0.00834720250793102
"RNF214"	"-0.374383287512928"	"0.00411229270296565"	0.00836166182936349
"ZNF276"	"0.0919887772302707"	"0.00412108966158456"	0.0083727418713428
"CASK"	"-0.332051476653673"	"0.00412108966158456"	0.0083727418713428
"TOB2"	"-0.103671936898976"	"0.00415644851725909"	0.00844115123155906
"LILRB4"	"-0.749165459847332"	"0.00417852726058843"	0.00848254600546401
"SLC39A10"	"-0.104348978545123"	"0.00419208240810948"	0.00850661103665867
"LILRA5"	"-0.413138500414624"	"0.00419686580108453"	0.00851286404583326
"SYNRG"	"-0.124363485854154"	"0.00421898944673761"	0.00855080438111083
"DOCK10"	"-0.14129190287156"	"0.00421898944673761"	0.00855080438111083
"TMEM176B"	"0.413754036929211"	"0.00423341138403218"	0.00857308653559877
"CYP27A1"	"-1.328499596452"	"0.0042325988118993"	0.00857308653559877
"MARCH6"	"-0.150701388171054"	"0.00427327399849109"	0.00865031021467116
"AL355472.1"	"-0.12239047267948"	"0.00430981477032337"	0.00871722340523959
"TSC2"	"0.095888073913043"	"0.00430981477032337"	0.00871722340523959
"CHPF2"	"0.117954895104557"	"0.00431899412037927"	0.00873225892891557
"HSPA5"	"0.0849478895321287"	"0.00434663862687947"	0.00878460057036409
"XPO6"	"-0.108353698073437"	"0.00439306946431723"	0.00887485196305121
"FAM110A"	"0.150203068380884"	"0.00442114329229204"	0.00892796073800758
"EIF2AK2"	"0.0907916644539244"	"0.0044493796164064"	0.00898135465749185
"DYNLT1"	"-0.0699044610011397"	"0.00447777926045809"	0.0090350350386492
"ESCO1"	"-0.0948070707926164"	"0.00452547718204895"	0.00912391651132964
"SYAP1"	"0.123200154211195"	"0.00452547718204895"	0.00912391651132964
"FYB1"	"0.0616836374048272"	"0.00453507182066481"	0.00913589579015923
"SLC4A2"	"-0.169402125251934"	"0.00453507182066481"	0.00913589579015923
"ZNRF2"	"0.163042339244103"	"0.00455431639941418"	0.00917097046291052
"WDR74"	"-0.124740299452842"	"0.00459302763182824"	0.0092452008911086
"PIM1"	"0.0529551787446705"	"0.00464183563336769"	0.00933593157945524
"ANKAR"	"-0.0976948575133955"	"0.00464183563336769"	0.00933593157945524
"PRF1"	"0.140583173835771"	"0.0047608965500666"	0.00957154523449885
"CTDNEP1"	"0.0737805435409123"	"0.0047810066072354"	0.00960811372012514
"GPCPD1"	"0.117203524449309"	"0.00481131585425788"	0.00966126130188595
"WWP1"	"-0.151015647682419"	"0.00481131585425788"	0.00966126130188595
"PTCD3"	"0.0918331726390776"	"0.00482145750794833"	0.00967774095295246
"AC119396.1"	"-0.214930419939327"	"0.0048417988653938"	0.00971077703476335
"KIAA1671"	"0.165071248030306"	"0.0048417988653938"	0.00971077703476335
"PDE7A"	"-0.138390992186219"	"0.00485199863364845"	0.00972733353327036
"CTNNB1"	"0.0909185546923803"	"0.00486221783799702"	0.00974391571540909
"UPF3A"	"-0.0535849051744466"	"0.00487245651079877"	0.00976052361514435
"CLDND1"	"-0.351686021548274"	"0.00489299239141802"	0.00979381670343055
"MADD"	"-0.106874430257673"	"0.00489299239141802"	0.00979381670343055
"COQ8A"	"-0.121704249290256"	"0.00490328966417337"	0.00981050196007808
"LMO2"	"-1.27836054202078"	"0.00491237469534989"	0.00982474939069978
"SLC11A1"	"-0.268546737846048"	"0.00495506922291066"	0.00990617755915233
"ELK4"	"-0.138183178921901"	"0.00501786034337165"	0.0100236970597224
"OTULIN"	"-0.238897986553162"	"0.00502839495598669"	0.010040731165607
"MARCH9"	"-0.152045078196646"	"0.00506011887945788"	0.0101000457442332
"UBL3"	"-0.123753827535464"	"0.00507073365967168"	0.0101171957581483
"KLHL28"	"-0.0896390152948791"	"0.00509202362807875"	0.0101556228818381
"DAB2"	"-0.530344818573638"	"0.00510447283506613"	0.0101763942291753
"CARNS1"	"-0.207790247586488"	"0.00512946233036515"	0.010222139671907
"MTPN"	"0.0805698167966827"	"0.00513484613044312"	0.0102287934466254
"CAST"	"-0.093596702829551"	"0.0051888318307653"	0.0103322200706561
"AKT2"	"0.154124929241642"	"0.00524332987158193"	0.0104324327834737
"DXO"	"-0.133982951856574"	"0.00524332987158193"	0.0104324327834737
"UBQLN2"	"-0.127921707228861"	"0.0052762763796741"	0.0104938109149622
"BISPR"	"-0.161800897128186"	"0.0053094097734619"	0.0105555117992275
"PLPPR2"	"-0.472798953211164"	"0.00536046336058317"	0.0106527762136023
"SRD5A1"	"0.14052667664873"	"0.00536504990683579"	0.0106576567251758
"CD19"	"-Inf"	"0.00540983843501138"	0.0107423627836153
"DUS1L"	"0.0897659474590311"	"0.00547791246541148"	0.0108732214888842
"ZCCHC7"	"0.0866847289686399"	"0.00548931577293144"	0.0108915341119409
"KLF2"	"0.0663527106620746"	"0.00550074050202399"	0.0109055505315593
"DOCK9"	"-0.264861612765264"	"0.00550074050202399"	0.0109055505315593
"SUN2"	"0.0769872545585643"	"0.00552365436502348"	0.0109379727370734
"OGT"	"-0.126921697944017"	"0.00552365436502348"	0.0109379727370734
"JMJD1C"	"-0.129371194634091"	"0.00552365436502348"	0.0109379727370734
"TLR2"	"0.425798114090706"	"0.00552626159464619"	0.0109388051034508
"WDFY4"	"-1.60676537082651"	"0.00554533069499335"	0.0109722089146981
"NADSYN1"	"0.0699678017248467"	"0.00555818669813294"	0.0109932976923926
"SLK"	"-0.0846200854647091"	"0.00556974069354222"	0.0110117956320546
"KDM6A"	"-0.0997499094947134"	"0.00559291372259062"	0.0110532415805604
"PPP1R10"	"0.0955605511595548"	"0.00571008885311787"	0.011280357205093
"FBXW11"	"-0.0909513280211014"	"0.00574567061341868"	0.0113461683412239
"HERC4"	"0.0723812354759706"	"0.00575757555734895"	0.0113651905832121
"HRH2"	"0.378770126697507"	"0.00576015143975047"	0.0113657899414721
"TMCO3"	"-0.132248755685844"	"0.00576950273988258"	0.0113752671284559
"MFHAS1"	"-0.241954806117739"	"0.00576950273988258"	0.0113752671284559
"RASSF7"	"-0.060884050791261"	"0.00579342396514081"	0.0114179301314556
"NOSIP"	"-0.148279563574461"	"0.00580541808017345"	0.0114325595421368
"RNF19B"	"0.213624896479247"	"0.00580541808017345"	0.0114325595421368
"MCM7"	"0.0924407901513753"	"0.00581743457842559"	0.0114517149788606
"PLBD1"	"-0.604660825247485"	"0.00581983164461935"	0.0114519267845736
"NPRL2"	"0.0843443381647213"	"0.00584153486972261"	0.0114901130233396
"ZBTB40"	"0.115059065735183"	"0.00586572512977235"	0.011533159237076
"QPCT"	"-0.927987394684607"	"0.00589991797149054"	0.0115958309207842
"FBXO32"	"0.0926343178493678"	"0.0059143767228728"	0.0116196827839001
"PIK3C3"	"0.0926015830880606"	"0.00592659630799872"	0.0116391184658852
"ANAPC1"	"-0.105632154888062"	"0.00593883864118915"	0.0116585835491476
"OGFR"	"0.0651264985113979"	"0.00596339169879187"	0.0117021911641259
"ENTPD4"	"-0.169796729411316"	"0.00597570249683727"	0.011717844807296
"ARNTL"	"0.110922708262699"	"0.00602517501192165"	0.0118095319003261
"SCIMP"	"-0.689497779314083"	"0.00603434670431119"	0.0118228759165549
"MSRB1"	"0.119541504778972"	"0.0060376006564546"	0.0118246196098614
"TRIM22"	"0.0782276734335566"	"0.00606252122415426"	0.0118687793202425
"SLC1A7"	"-0.366263051532015"	"0.00608356630286032"	0.0119053202843925
"MOB1B"	"-0.333819058971058"	"0.00610007498750152"	0.0119329585793831
"TUBB4B"	"0.0988519271493758"	"0.00615047455015196"	0.0120268466379437
"IGFBP4"	"-1.42775864820474"	"0.00616015263999495"	0.0120410642849765
"HIF1AN"	"-0.13488026166793"	"0.00616313267815868"	0.0120421834594335
"TRIM8"	"0.0962458108744686"	"0.00618851933500213"	0.0120870650971029
"PIGL"	"-0.138902261090424"	"0.00623957530804472"	0.012182027982373
"GABBR1"	"-0.277772229354773"	"0.00624586108545957"	0.0121895423915212
"STARD3NL"	"0.0981112578811166"	"0.00631687046073165"	0.0123233174900857
"PRIMPOL"	"0.102014799608395"	"0.00638194025085757"	0.0124454055106392
"CDKN2A"	"-0.179277918338967"	"0.00650058748942439"	0.0126669024628363
"TBCD"	"-0.175253598067277"	"0.00651389224483118"	0.0126878851279772
"INTS6L"	"-0.141315094593927"	"0.00655395359579822"	0.0127609481845787
"MORC3"	"-0.0978881011887729"	"0.00659423639384429"	0.0128343853859958
"TNFRSF17"	"-1.22327533127891"	"0.00662990827764676"	0.0128987947120922
"ATRX"	"-0.069409189685122"	"0.00663474169653508"	0.0129031796135569
"LMTK2"	"-0.180345180046476"	"0.00667547056544324"	0.0129773430891361
"TSPOAP1"	"0.131317463619699"	"0.00668909672052089"	0.0129987808065445
"SCAP"	"0.0947380633730738"	"0.00670274787422049"	0.0130202504337285
"HGSNAT"	"-0.0947612868962923"	"0.0067438517234528"	0.013092721779821
"CD300LB"	"-0.998461642772795"	"0.00674529068904415"	0.013092721779821
"NBPF26"	"0.11758390159223"	"0.00675760326829092"	0.0131115327959624
"CMKLR1"	"-0.46571726081829"	"0.00676181869380328"	0.0131146247019791
"RPL30"	"-0.00673558667164539"	"0.00684064307544879"	0.0132520901097579
"GAPT"	"-0.650400466058678"	"0.00683824574026033"	0.0132520901097579
"ZNF791"	"-0.13763874035144"	"0.00684064307544879"	0.0132520901097579
"ZBTB20"	"-0.11517041852092"	"0.00685457183956482"	0.0132739327686811
