"gene"	"log2FC"	"pval"	"adjp"
"TXN"	"-0.0971394697283426"	"7.95082301054817e-06"	2.89446991985167e-05
"RNPEP"	"0.143457026714379"	"7.95082301054817e-06"	2.89446991985167e-05
"PARP8"	"-0.119402799067273"	"8.00118855556466e-06"	2.90645934313249e-05
"NSG1"	"-0.603507876302587"	"8.00118855556466e-06"	2.90645934313249e-05
"ZNF827"	"0.330882965740303"	"8.00118855556466e-06"	2.90645934313249e-05
"EGR1"	"-0.717629877430672"	"8.02194899097732e-06"	2.91141992578688e-05
"VPS45"	"0.153060449880109"	"8.02648556109577e-06"	2.91141992578688e-05
"NIN"	"0.260546968521559"	"8.05185901351688e-06"	2.91850715837764e-05
"ITGA4"	"-0.147655025732443"	"8.10283613720112e-06"	2.93273417932561e-05
"ACSS2"	"0.512235921223062"	"8.10112154962478e-06"	2.93273417932561e-05
"MFN1"	"-0.261674764968442"	"8.38877120021456e-06"	3.03402990191419e-05
"MAP3K5"	"-0.191933393486763"	"8.41523821729596e-06"	3.04140329211809e-05
"RGS3"	"0.160302851548301"	"8.46841188210319e-06"	3.05841128045344e-05
"PUS7L"	"-0.174419109089838"	"8.5757241523017e-06"	3.09270167338234e-05
"CTNNBIP1"	"0.202265955774697"	"8.5757241523017e-06"	3.09270167338234e-05
"ATP2B1"	"-0.218262291397657"	"8.68433532552943e-06"	3.1296142145748e-05
"CPSF2"	"-0.204231718395163"	"8.87757532678462e-06"	3.19694973251092e-05
"NF2"	"-0.257673740703068"	"8.98983589212372e-06"	3.23504741959733e-05
"HENMT1"	"0.172514769286445"	"9.07492013653179e-06"	3.26097345710718e-05
"C6orf106"	"-0.167243096465299"	"9.07492013653179e-06"	3.26097345710718e-05
"MNDA"	"-0.398689461229737"	"9.10342108519482e-06"	3.26886663805775e-05
"KAT6A"	"-0.163570041927417"	"9.16077349255303e-06"	3.28474473188174e-05
"SLC25A4"	"0.250419846012287"	"9.16077349255303e-06"	3.28474473188174e-05
"COG3"	"-0.172399261295921"	"9.21843960264407e-06"	3.30305407538866e-05
"UNC119"	"0.163246942228637"	"9.3055894957482e-06"	3.33189396261507e-05
"LINC00402"	"-2.56108193055953"	"9.37028094483049e-06"	3.35265703047511e-05
"CD63"	"0.142981273539081"	"9.39352620863636e-06"	3.35617272111422e-05
"RYBP"	"-0.304098271397545"	"9.39352620863636e-06"	3.35617272111422e-05
"HSPBAP1"	"-0.252165640482418"	"9.4230144582945e-06"	3.36430537618766e-05
"TULP4"	"-0.26116517922197"	"9.45259113161751e-06"	3.37245797720048e-05
"LYZ"	"-0.29517654644376"	"9.48225648020188e-06"	3.37822271467021e-05
"GTF3C1"	"-0.233146289079057"	"9.48225648020188e-06"	3.37822271467021e-05
"CDA"	"-1.12749104000676"	"9.58064896607131e-06"	3.4108474112661e-05
"TMEM273"	"-0.545433064703203"	"9.87609116955351e-06"	3.50853750213826e-05
"NFATC2IP"	"0.118326375983752"	"9.87609116955351e-06"	3.50853750213826e-05
"ZNHIT2"	"0.230041912791389"	"9.87609116955351e-06"	3.50853750213826e-05
"HELQ"	"-0.199529298734451"	"1.00945787331985e-05"	3.58361127206947e-05
"CC2D1A"	"0.134906009634183"	"1.01261655882252e-05"	3.5922751966172e-05
"FRA10AC1"	"-0.206078613776342"	"1.01896227168787e-05"	3.61222486391405e-05
"DLGAP1-AS1"	"-0.208999956027372"	"1.02214935262375e-05"	3.62095684265156e-05
"MCTP2"	"0.172970592512242"	"1.02534595239616e-05"	3.62971015844699e-05
"RPL21"	"0.123565792223212"	"1.04472696168863e-05"	3.6957031558462e-05
"MEFV"	"-1.73386159703814"	"1.04623155325889e-05"	3.69841005611376e-05
"TXNIP"	"0.0510345106448584"	"1.05454817103547e-05"	3.72517651943462e-05
"KIF13B"	"0.170944078284265"	"1.06114455673201e-05"	3.74583279659387e-05
"FAM200B"	"-0.123709139946051"	"1.06445750649371e-05"	3.75223146404619e-05
"TMED7"	"-0.266309720898191"	"1.06445750649371e-05"	3.75223146404619e-05
"STAB1"	"-2.87471254525487"	"1.07400894282628e-05"	3.78323431832187e-05
"CD300LF"	"-2.73794069792681"	"1.11898985411355e-05"	3.93613730680448e-05
"TGFBRAP1"	"-0.202064023858547"	"1.12231153790586e-05"	3.94504730330647e-05
"WSB2"	"-0.24830803606345"	"1.13989088089344e-05"	4.00402681617204e-05
"TMEM91"	"-0.408371845443761"	"1.16494407253884e-05"	4.08915807076441e-05
"SSH1"	"0.221725216874721"	"1.16856572131984e-05"	4.09899420620045e-05
"CTU1"	"-0.272685787494243"	"1.17949526105781e-05"	4.13443258290902e-05
"ARIH1"	"0.120206384555447"	"1.19792829457624e-05"	4.19316818017519e-05
"ZBED5"	"-0.254782404455887"	"1.19792829457624e-05"	4.19316818017519e-05
"RRP12"	"-0.385248508176739"	"1.20164694789234e-05"	4.20324337997027e-05
"FYN"	"0.151489580563371"	"1.20537821882885e-05"	4.2133486027826e-05
"MKI67"	"-1.55618572297201"	"1.21089350776056e-05"	4.22967131691224e-05
"ZNF718"	"-0.281638836967751"	"1.21287234794174e-05"	4.23362699539748e-05
"RETREG3"	"0.140350100878943"	"1.22419696971842e-05"	4.27017659869703e-05
"IL6R"	"-1.5351589045388"	"1.22841820558093e-05"	4.28191488802496e-05
"SLC30A6"	"-0.22400375675316"	"1.2356224561975e-05"	4.30402752499993e-05
"DCP2"	"-0.149836322157595"	"1.24329590308864e-05"	4.32774259377131e-05
"IFI30"	"-0.695363731587879"	"1.26282206693833e-05"	4.3926536709496e-05
"USP9X"	"-0.190907197748639"	"1.26659002946294e-05"	4.40269862916861e-05
"GCH1"	"0.170211818915411"	"1.29829731129082e-05"	4.50665034772844e-05
"ZNF516"	"-3.42002350198913"	"1.30633951072361e-05"	4.53142179794695e-05
"ATG4B"	"0.132068475493318"	"1.31038164944295e-05"	4.5422931465791e-05
"UHRF1BP1L"	"-0.145469042681521"	"1.32257325127218e-05"	4.5782085832965e-05
"RNF6"	"-0.163368643135421"	"1.32257325127218e-05"	4.5782085832965e-05
"BTN3A2"	"0.107282191687158"	"1.33487301831106e-05"	4.61758979086578e-05
"IL2RA"	"-3.21447067446781"	"1.35430763899435e-05"	4.68158038026934e-05
"VPS39"	"0.152802780318009"	"1.35561546831813e-05"	4.68286503627575e-05
"GPS2"	"0.145793244406749"	"1.368208137607e-05"	4.72310359165646e-05
"MMP25"	"-0.827250769314291"	"1.38138449916152e-05"	4.76530018262477e-05
"HEXB"	"0.137579619107141"	"1.39372900735727e-05"	4.80457098194422e-05
"RBKS"	"-0.33415316542105"	"1.39802638555906e-05"	4.81606610231847e-05
"ANAPC4"	"-0.185199803948106"	"1.41970352304249e-05"	4.88737578957917e-05
"CHORDC1"	"-0.170959371378131"	"1.42407724738834e-05"	4.89906079190954e-05
"LARP1"	"-0.19949145972566"	"1.42846382029972e-05"	4.91077390318845e-05
"SLC25A37"	"-0.230552156460898"	"1.44613931370308e-05"	4.95790873690391e-05
"RNF4"	"0.135308665268591"	"1.45953260403738e-05"	5.0003986886267e-05
"UBE2W"	"-0.318390094045844"	"1.46402325979431e-05"	5.01235068137655e-05
"PAK1"	"-0.312535015097862"	"1.47757441481943e-05"	5.0552853781989e-05
"SYTL2"	"-0.29038216236615"	"1.547143560908e-05"	5.28379086223563e-05
"NFE2"	"-1.76045406906575"	"1.54753170995106e-05"	5.28379086223563e-05
"CASC3"	"0.135997156261557"	"1.547143560908e-05"	5.28379086223563e-05
"GYG1"	"0.192667603613388"	"1.55189086286599e-05"	5.29506009280742e-05
"MT1F"	"-0.281794033628311"	"1.56621623325452e-05"	5.33665776480866e-05
"COQ7"	"-0.329372667951994"	"1.58551291890217e-05"	5.39505824513514e-05
"EBP"	"0.157597131834436"	"1.590372383435e-05"	5.40791479397816e-05
"CYBB"	"-0.436113367513706"	"1.60995206794003e-05"	5.46706235262478e-05
"KIF1B"	"-0.276540354159223"	"1.60995258804804e-05"	5.46706235262478e-05
"RNF13"	"0.118255043163051"	"1.63975428103017e-05"	5.56448501608746e-05
"CYTH4"	"0.119122019847429"	"1.64980449010926e-05"	5.59479461662815e-05
"FAM129C"	"-2.24623520371715"	"1.65127756131329e-05"	5.59599618000615e-05
"LYL1"	"-0.763324681896403"	"1.67053048638812e-05"	5.65740927076058e-05
"COMT"	"0.139010259264811"	"1.68544455160189e-05"	5.70405524161885e-05
"HNRNPH2"	"-0.222408797681952"	"1.69576143782341e-05"	5.72734551788838e-05
"LMF2"	"0.102906173669109"	"1.69576143782341e-05"	5.72734551788838e-05
"YTHDF3"	"-0.207774050365272"	"1.69576143782341e-05"	5.72734551788838e-05
"TSPAN13"	"-4.01793798385637"	"1.71575884465044e-05"	5.78939877155628e-05
"DGCR8"	"0.200989608114208"	"1.74293675922219e-05"	5.87477740541064e-05
"ZCCHC10"	"-0.190765617760926"	"1.81881440207937e-05"	6.12640379744176e-05
"ALKBH5"	"-0.186127264395681"	"1.82435297804287e-05"	6.14092435812277e-05
"RETN"	"-2.73328466220338"	"1.8324637684707e-05"	6.16407785466741e-05
"SCLT1"	"0.160486481071824"	"1.84106527216948e-05"	6.18884979260198e-05
"NCF1"	"-0.734534288261631"	"1.85228771539254e-05"	6.22239298347447e-05
"CREB5"	"-1.9634174316654"	"1.87180498186871e-05"	6.28373726128006e-05
"GALNS"	"0.192034630078695"	"1.87492839618688e-05"	6.29000123254646e-05
"HERPUD1"	"0.112424716608929"	"1.88634735043659e-05"	6.31560203941354e-05
"HSD17B11"	"0.202912507645238"	"1.88634735043659e-05"	6.31560203941354e-05
"USF1"	"0.161383388420434"	"1.88634735043659e-05"	6.31560203941354e-05
"FOXK2"	"-0.220433285869831"	"1.90938429214491e-05"	6.38845500288217e-05
"TINF2"	"0.111970249048432"	"1.92100300736467e-05"	6.42303278264578e-05
"USP42"	"0.148101400972489"	"1.92683758618143e-05"	6.4382375458113e-05
"CDC23"	"-0.214159173574149"	"1.95626453630201e-05"	6.53219974004183e-05
"ADTRP"	"-2.18401749197875"	"1.96750331652999e-05"	6.56534462260374e-05
"CSGALNACT1"	"-0.0162225412372754"	"1.97569597581859e-05"	6.58828751402973e-05
"ZNF226"	"-0.15110057852594"	"2.01031476172636e-05"	6.69926344980363e-05
"AC090152.1"	"0.213306507431646"	"2.02251755767049e-05"	6.73544129391997e-05
"GAS7"	"-0.374009753234514"	"2.05642863224314e-05"	6.843816379561e-05
"MALAT1"	"-0.0213506582332888"	"2.05955055510219e-05"	6.84964885413641e-05
"SLC22A15"	"-1.32111873089992"	"2.06912841539099e-05"	6.87693045434268e-05
"MCL1"	"-0.129596322668783"	"2.07203771359929e-05"	6.88202698766511e-05
"ZFAT"	"-0.469790181266096"	"2.08450307222786e-05"	6.91883501478683e-05
"TSPAN5"	"0.166632677260127"	"2.10357174388117e-05"	6.97749725656075e-05
"PHF12"	"0.138698019074642"	"2.10993313838383e-05"	6.99395994578921e-05
"TRMT11"	"-0.278120521636031"	"2.11631284462173e-05"	7.01046148927013e-05
"CCDC174"	"-0.174870362057893"	"2.12912739158571e-05"	7.0435814898887e-05
"ZBTB49"	"-0.261273452678285"	"2.12912739158571e-05"	7.0435814898887e-05
"RHOU"	"-0.33665972402201"	"2.13556099065218e-05"	7.06019568753616e-05
"RNF38"	"-0.151842947135096"	"2.14848779888823e-05"	7.09824040293192e-05
"ACTG1"	"0.074244746604546"	"2.16148771512532e-05"	7.13647627132465e-05
"TM9SF3"	"-0.159294057951079"	"2.18771251824493e-05"	7.21353857367247e-05
"CALHM6"	"0.896825966643233"	"2.19431588523812e-05"	7.23054549272798e-05
"DTX3"	"0.232866290798477"	"2.21424000583934e-05"	7.29139467360657e-05
"MAPK9"	"0.23074200881319"	"2.23433624057773e-05"	7.35273018116435e-05
"SNTB1"	"0.198785395001371"	"2.24107347534468e-05"	7.37005228380939e-05
"CHD4"	"-0.151261379652201"	"2.32344325460682e-05"	7.63090161493323e-05
"C16orf70"	"0.220151797912513"	"2.34448139666172e-05"	7.68989898105044e-05
"ZNF354A"	"0.254480383017353"	"2.34448139666172e-05"	7.68989898105044e-05
"MTMR10"	"-0.294559108361049"	"2.35153430154776e-05"	7.70293030539744e-05
"JMJD8"	"0.152876943318191"	"2.35153430154776e-05"	7.70293030539744e-05
"MAF"	"-0.367947376827451"	"2.35860739241434e-05"	7.72104330946108e-05
"STXBP5"	"-0.219228767615608"	"2.36570072379508e-05"	7.73919883611706e-05
"YWHAQ"	"0.149899514401441"	"2.37281435036116e-05"	7.75739698072322e-05
"TSHZ2"	"-1.94580811946973"	"2.38686061441623e-05"	7.79392150622402e-05
"FAR1"	"-0.175532613163706"	"2.38710270842367e-05"	7.79392150622402e-05
"FRY"	"-0.892334066047617"	"2.42365959547699e-05"	7.90296303557751e-05
"TAP2"	"-0.204966896006614"	"2.42318262292219e-05"	7.90296303557751e-05
"CWF19L2"	"-0.188614710064037"	"2.47456706268294e-05"	8.06370322315314e-05
"DMPK"	"-0.254070255137584"	"2.519434295725e-05"	8.20456402813571e-05
"IKBKG"	"0.131768353970818"	"2.52698699721409e-05"	8.22380543920942e-05
"NOTCH2"	"0.189558228918517"	"2.53456123210278e-05"	8.24309186149422e-05
"C12orf65"	"-0.129971656573438"	"2.54977453391938e-05"	8.28718142863206e-05
"LGALS1"	"-0.414366330320851"	"2.5650746663113e-05"	8.32608921537257e-05
"MEPCE"	"-0.290830469090768"	"2.5650746663113e-05"	8.32608921537257e-05
"TCEAL4"	"-0.708935394819285"	"2.58818710097038e-05"	8.39022673669805e-05
"UBE2O"	"0.229387942677658"	"2.58818869546683e-05"	8.39022673669805e-05
"LUCAT1"	"-0.762367515654089"	"2.65296442542712e-05"	8.59464252330729e-05
"PABPC4"	"0.295397034230072"	"2.65872524615689e-05"	8.60773053804321e-05
"GIMAP7"	"0.0828661010910678"	"2.66667453082272e-05"	8.62230510871057e-05
"PPP4R1"	"0.197954396584197"	"2.66667453082272e-05"	8.62230510871057e-05
"XAF1"	"0.137626088453868"	"2.69869826159908e-05"	8.72021234142028e-05
"PIBF1"	"-0.141612959435854"	"2.7392423302231e-05"	8.84550686622075e-05
"KIFC3"	"-0.594553360937898"	"2.77365213067629e-05"	8.95084384364052e-05
"EVL"	"0.0736714282166934"	"2.83892420155614e-05"	9.15557630959627e-05
"SNX27"	"-0.148032035269772"	"2.84738488681384e-05"	9.17694536330079e-05
"ZNF611"	"-0.243418486273305"	"2.86437822265031e-05"	9.22576939452469e-05
"N4BP2"	"-0.287667487186456"	"2.8900491021939e-05"	9.30246178196518e-05
"PTS"	"-0.201087521492759"	"2.9508009642595e-05"	9.4919012368013e-05
"TP53INP1"	"-0.357340993367867"	"2.95957826019264e-05"	9.51401700352416e-05
"PYCARD"	"0.110725011905817"	"2.96838036784229e-05"	9.53618407189925e-05
"YPEL1"	"-0.202724626588552"	"2.97720735331418e-05"	9.55227144405229e-05
"PAN2"	"-0.278304592394669"	"2.97720735331418e-05"	9.55227144405229e-05
"FURIN"	"-0.329619499512546"	"2.98605928287808e-05"	9.57453111086933e-05
"FCER1A"	"-3.6686167189471"	"3.00673346501622e-05"	9.63464496605454e-05
"LYPD2"	"-1.71771362276359"	"3.01791271621749e-05"	9.66427618855306e-05
"AL139246.5"	"0.168591705095143"	"3.10343473327623e-05"	9.92543512522232e-05
"SFXN1"	"-0.140420216736512"	"3.10343473327623e-05"	9.92543512522232e-05
"RPL5"	"0.0350042681220263"	"3.12187708727132e-05"	9.97803782142565e-05
"ARID4A"	"-0.143270563278192"	"3.13113727034033e-05"	0.000100012443334881
"NFKBIZ"	"-0.550296677606227"	"3.14042354955582e-05"	0.000100245045276823
"PRDM2"	"-0.166884332348752"	"3.1590746737482e-05"	0.00010077609386536
"FAM129B"	"-1.00732147049577"	"3.23385139322123e-05"	0.000103095759521304
"GZMH"	"0.222000977172392"	"3.25391979251393e-05"	0.00010360348059933
"TMEM107"	"0.204928479277462"	"3.25391979251393e-05"	0.00010360348059933
"UBE2J1"	"0.0966153822460268"	"3.26355168954928e-05"	0.000103844055668737
"AC016831.7"	"-0.143149202686174"	"3.30235081481538e-05"	0.000105011816755922
"CMTR2"	"-0.243488532283467"	"3.32191430815922e-05"	0.000105499780123253
"ENO2"	"0.16718527793509"	"3.32191430815922e-05"	0.000105499780123253
"H1FX"	"-0.0910617720967782"	"3.33173729086149e-05"	0.000105744606147774
"ATP8B4"	"-0.909170401656304"	"3.36788964613074e-05"	0.000106594638158977
"ZMYM5"	"0.124492239984014"	"3.37130582901841e-05"	0.000106594638158977
"PSMA4"	"0.10803295565492"	"3.37130582901841e-05"	0.000106594638158977
"ZNF331"	"-0.444007022493455"	"3.37130582901841e-05"	0.000106594638158977
"AKAP8L"	"0.11008828730782"	"3.36137205708337e-05"	0.000106594638158977
"AREL1"	"-0.222048730629158"	"3.37130582901841e-05"	0.000106594638158977
"SCAMP1"	"0.137813082917411"	"3.38126748157886e-05"	0.000106842071654185
"ROCK2"	"-0.230556966789314"	"3.40127472350872e-05"	0.000107406415195648
"CEP192"	"-0.227880015123417"	"3.42139437455292e-05"	0.000107905514889746
"MTMR6"	"-0.20913824278942"	"3.42139437455292e-05"	0.000107905514889746
"ITGA6"	"-0.712778984177725"	"3.44162702930375e-05"	0.00010840691688021
"GGA2"	"0.148183727591788"	"3.44162702930375e-05"	0.00010840691688021
"AL390728.6"	"-0.285900611322953"	"3.45178591967883e-05"	0.000108590145724739
"LINC00623"	"0.113445884490339"	"3.45178591967883e-05"	0.000108590145724739
"SLC46A3"	"0.139245952340797"	"3.52369967988747e-05"	0.000110782814574463
"SETD5"	"-0.147706270228467"	"3.55495342146422e-05"	0.000111695207375402
"RNF19A"	"0.0925309204288475"	"3.56542970308655e-05"	0.000111954045039792
"HLA-DMB"	"-0.445240917815492"	"3.57593529678806e-05"	0.000112213477757427
"TM2D3"	"-0.137030964971617"	"3.65030169969575e-05"	0.000114475292174785
"CYP1B1"	"-1.10460052639252"	"3.69199033062343e-05"	0.000115710123018662
"AKT1S1"	"-0.23610019538516"	"3.73708960128202e-05"	0.000117050232846667
"DAXX"	"-0.17961907680098"	"3.77013728103209e-05"	0.000118011431037062
"PTPN23"	"0.175488980513419"	"3.78121469008386e-05"	0.000118284151843649
"SPN"	"0.112209265673966"	"3.79232299165069e-05"	0.000118483445373121
"TSNAX"	"-0.24015839625268"	"3.79232299165069e-05"	0.000118483445373121
"ADAM8"	"0.139137008724014"	"3.81463259678367e-05"	0.000119106068970736
"C11orf21"	"-0.35720428121972"	"3.85962609732211e-05"	0.000120435743847818
"HNRNPUL2"	"-0.214834755946708"	"3.90512302796311e-05"	0.000121779460011668
"CD5"	"-0.185741524320142"	"3.91657654113932e-05"	0.000122060534945663
"SATB1"	"-0.396996998160281"	"3.95112868531183e-05"	0.000123060682963448
"PTPN18"	"0.151382037718562"	"4.05652923370336e-05"	0.000126264836508925
"CDK10"	"0.103393331661179"	"4.0684037351787e-05"	0.000126555693304502
"JUNB"	"-0.185341091026164"	"4.10422546107146e-05"	0.000127590651064509
"FOXO3"	"-0.190427740758651"	"4.12827266024126e-05"	0.000128099378700538
"NSUN3"	"-0.192072467139177"	"4.12827266024126e-05"	0.000128099378700538
"ANKRD10"	"-0.126151119444986"	"4.12827266024126e-05"	0.000128099378700538
"HPS3"	"0.126261576397523"	"4.15245350860447e-05"	0.000128769823000865
"RXRA"	"-0.272883639087061"	"4.1889762886664e-05"	0.000129821929342685
"FCER1G"	"-0.59113636584259"	"4.20121894975695e-05"	0.000130120725614144
"S100A10"	"-0.0604438178435937"	"4.22580494945349e-05"	0.000130720323792
"TXLNA"	"-0.224583147461623"	"4.22580494945349e-05"	0.000130720323792
"PLD3"	"0.166152860203635"	"4.31293527584042e-05"	0.000133333141222211
"ZNF830"	"0.136146128620378"	"4.37621171262079e-05"	0.000135205750380044
"PPIL2"	"0.137116279078804"	"4.38897222565382e-05"	0.000135516290572348
"CYFIP2"	"0.107022130888953"	"4.40176802691033e-05"	0.000135827536524401
"TCF4"	"-1.3298488344896"	"4.44516418119305e-05"	0.000137082066796101
"SSBP4"	"0.134039809096343"	"4.45330595200411e-05"	0.000137248529709948
"MGST1"	"-1.88759603323739"	"4.46004981414714e-05"	0.000137371731344606
"CCDC146"	"0.184022728223941"	"4.47928903928859e-05"	0.000137879407843209
"KANSL3"	"0.173974156334271"	"4.58466627908162e-05"	0.000141036289839891
"CCAR1"	"-0.144222290194395"	"4.59800253554466e-05"	0.000141359610834631
"SESTD1"	"0.855923203914238"	"4.60773112655874e-05"	0.000141571689773015
"IER5L"	"-0.396734833703756"	"4.62478482185573e-05"	0.000142008432651457
"LTB"	"-0.763891504743102"	"4.67879585447946e-05"	0.000143578753767523
"DHX38"	"-0.18245757340713"	"4.7060247990408e-05"	0.000144325788134899
"AP1G1"	"-0.19033436529714"	"4.74715009710196e-05"	0.000145497823441814
"TOP2B"	"-0.146819725602854"	"4.80251410204667e-05"	0.000147104565452771
"CD300E"	"-0.958389098783921"	"4.81402711256857e-05"	0.000147350979490343
"PASK"	"-1.10392413397895"	"4.81645044915457e-05"	0.000147350979490343
"AC007383.2"	"0.187145056898681"	"4.84443824929126e-05"	0.000148116626668428
"ARHGAP35"	"-0.218572440502625"	"4.88670920362663e-05"	0.000149226614386694
"FTO"	"-0.208089522718125"	"4.88670920362663e-05"	0.000149226614386694
"SOS1"	"-0.177420222544919"	"4.90087705499317e-05"	0.000149567950146893
"HERC1"	"-0.179763920174015"	"4.98670529197653e-05"	0.000152094511405284
"HMGB2"	"-0.107970063236266"	"5.03015183323768e-05"	0.000153326139365356
"KIR3DL1"	"-0.123982169758455"	"5.10334641454631e-05"	0.000155367856150704
"KIF13A"	"-0.536040848277715"	"5.10210947549959e-05"	0.000155367856150704
"FEZ2"	"0.125183764975831"	"5.11812355525495e-05"	0.000155722956346626
"VPS41"	"-0.205082612661474"	"5.17757931839052e-05"	0.000157436180854647
"CUL3"	"0.128929976638812"	"5.20755208693627e-05"	0.000158251370223908
"PARP9"	"0.180159227940134"	"5.2528197155393e-05"	0.000159433278016551
"KIFAP3"	"0.123791879623626"	"5.2528197155393e-05"	0.000159433278016551
"FCHSD1"	"0.133506369395259"	"5.26799160860281e-05"	0.000159699963795341
"AL133415.1"	"-0.402671244338576"	"5.26799160860281e-05"	0.000159699963795341
"BTBD7"	"0.145146309833429"	"5.32909543746354e-05"	0.000161454484422729
"DNAJC1"	"0.103524175287469"	"5.50061245904907e-05"	0.000166550021308495
"PLP2"	"-0.282735525779576"	"5.5164615954021e-05"	0.000166928862070183
"AKAP13"	"0.088652472991561"	"5.54828974702946e-05"	0.000167689095556745
"CCDC127"	"-0.251504972086317"	"5.54828974702946e-05"	0.000167689095556745
"DUSP18"	"-0.274649115029522"	"5.56426898411941e-05"	0.000168070491899549
"JUN"	"-0.202654914496516"	"5.58029181037548e-05"	0.000168452743726603
"EPB41L4A"	"0.411760417422306"	"5.77599839187211e-05"	0.000174255391774091
"MS4A7"	"-0.703359026817466"	"5.80059809503514e-05"	0.000174892053474176
"NCAPH2"	"0.151730196618218"	"5.80925120089623e-05"	0.000175047436788451
"EIF5A2"	"0.170069823366256"	"5.893157427079e-05"	0.00017746883473961
"DYNLL1"	"-0.171141544020058"	"5.94405068942634e-05"	0.000178786178884609
"MECP2"	"-0.128890835983238"	"5.94405068942634e-05"	0.000178786178884609
"HARS2"	"0.127216994281157"	"5.97821045093721e-05"	0.000179597649703231
"CFAP97"	"-0.108649331923197"	"5.97821045093721e-05"	0.000179597649703231
"ATMIN"	"-0.173935013714811"	"6.02979883171548e-05"	0.000181038738032658
"RP2"	"-0.225958090313971"	"6.04708842980069e-05"	0.000181448928169544
"PLCXD2"	"0.234738116939223"	"6.08180854739797e-05"	0.000182381333058061
"MED13L"	"-0.226028505677083"	"6.18710490860158e-05"	0.000185427793605902
"CXCR4"	"-0.230230710326134"	"6.22258558477212e-05"	0.000186379479610959
"ANKRD49"	"-0.103618641901709"	"6.29412561393241e-05"	0.000188409433398503
"CARF"	"0.154564295952358"	"6.33018693069504e-05"	0.000189375568345315
"PTBP2"	"-0.259080451025428"	"6.34829084646888e-05"	0.000189803651010385
"MBTD1"	"-0.276856967280795"	"6.36644376578998e-05"	0.000190232686478384
"PDE4D"	"-0.280464461742562"	"6.38464581298606e-05"	0.00019054891620857
"C21orf2"	"0.13697050489866"	"6.38464581298606e-05"	0.00019054891620857
"CBL"	"0.135941510140686"	"6.40289711267631e-05"	0.000190979674165813
"ENPP4"	"0.203029086704479"	"6.45794777729002e-05"	0.000192392226218015
"NCAPD2"	"-0.197610914795992"	"6.45794777729002e-05"	0.000192392226218015
"MAPRE2"	"0.130015890041737"	"6.53204580986501e-05"	0.000194368192391105
"TRIM37"	"-0.217235789176639"	"6.53204580986501e-05"	0.000194368192391105
"GPR171"	"0.230045774236871"	"6.56939587939885e-05"	0.000195363366163811
"MIR4435-2HG"	"-0.287453088286455"	"6.58814662266663e-05"	0.000195804571637424
"GBP5"	"0.157919235607389"	"6.62580016553975e-05"	0.000196806724632006
"PLXNB2"	"-1.43477265737938"	"6.74731950846704e-05"	0.000200297282975384
"KIF19"	"-0.601841988066785"	"6.89513379541467e-05"	0.000204563815211531
"FKBP1A"	"0.127194946599424"	"6.99381028492797e-05"	0.000207368340516951
"MACF1"	"-0.148108357596297"	"7.07371184303949e-05"	0.000209613190988646
"SBF2"	"-0.321895224874595"	"7.1951850625763e-05"	0.000213086534535267
"KPNA5"	"0.119922370080107"	"7.21562145262972e-05"	0.000213565316603869
"ARHGEF2"	"-0.18025004755272"	"7.31862960687453e-05"	0.000216486015928956
"CLTC"	"-0.141658220075147"	"7.50755824050422e-05"	0.000221812205073846
"CREM"	"-0.23203273878711"	"7.50755824050422e-05"	0.000221812205073846
"TCEA2"	"0.166104157223897"	"7.55016418601548e-05"	0.000222939322659088
"NAA16"	"-0.154479735746406"	"7.57155280310505e-05"	0.000223438980065672
"TIMP2"	"0.559048157647853"	"7.59768602512892e-05"	0.000224077980528861
"AC078846.1"	"0.234499038846987"	"7.61450204237005e-05"	0.00022444159820822
"HNRNPH1"	"-0.141592236897864"	"7.67935807318917e-05"	0.000226219959258494
"ANKRD36"	"-0.22460009737992"	"7.70109257409432e-05"	0.000226726692499234
"CCDC93"	"0.155849986210185"	"7.72288522883998e-05"	0.000227234540674456
"PAXIP1-AS1"	"-0.182595989915327"	"7.76664558265902e-05"	0.000228387778979779
"PPP1R12C"	"-0.145667366545842"	"7.92166018253941e-05"	0.000232809308067345
"CCDC126"	"0.245017615089437"	"8.01154845703469e-05"	0.00023531277382318
"WRNIP1"	"-0.170168884541603"	"8.03417070932481e-05"	0.000235838743474429
"EDEM3"	"-0.209845414295599"	"8.10240031183834e-05"	0.000237702090086894
"KPNA6"	"-0.141956484963456"	"8.28703348435577e-05"	0.000242976210367805
"IGSF6"	"-0.681950773492748"	"8.29485363098701e-05"	0.000243063022039819
"TPRG1"	"-0.235988963628358"	"8.31039024651799e-05"	0.000243091064403994
"USP12"	"-0.220999757555053"	"8.31039024651799e-05"	0.000243091064403994
"FGFR1OP"	"0.178368179377657"	"8.31039024651799e-05"	0.000243091064403994
"PAXX"	"0.0626226408843558"	"8.40444090232848e-05"	0.000245698500253928
"C9orf85"	"-0.201903502964974"	"8.42811024546408e-05"	0.000246246538830674
"TMEM41A"	"0.149272419030392"	"8.52341902589167e-05"	0.000248885825846527
"SYT11"	"0.153252488427525"	"8.57145446386587e-05"	0.000250142445905817
"BTD"	"0.188868366292885"	"8.69266461489871e-05"	0.000253531827426958
"RHOT2"	"0.0976918447727187"	"8.74160064987711e-05"	0.000254810527101896
"LINC00528"	"0.207116088290509"	"8.86508193721777e-05"	0.000258259405066763
