"logFC"	"logCPM"	"F"	"PValue"	"FDR"	"Nhood"	"SpatialFDR"	"finalIdent"	"finalIdent_fraction"
"2341"	2.87767346695457	7.46069772887744	13.2462396585997	0.00103576374944099	0.0483386568397404	2341	0.0506548264895092	"Mixed"	0.517064846416382
"934"	3.3490937229945	8.11016588536535	13.2453474699243	0.00103610291702031	0.0483386568397404	934	0.0506548264895092	"CD8 Activated"	1
"1340"	-5.01949758736233	7.99919159673087	13.2321333433588	0.00104114030116364	0.0483386568397404	1340	0.0506548264895092	"Mixed"	0.628440366972477
"2982"	2.68825075908606	8.02788226102252	13.1106852155174	0.00107563949706646	0.0491852564713145	2982	0.0515897667023247	"CD8 Activated"	0.951570680628272
"3218"	4.16983558156647	7.1700874566911	13.1395547062177	0.00107717937249395	0.0491852564713145	3218	0.0515897667023247	"CD8 Activated"	0.99
"4920"	2.44149424333552	6.75709054297835	13.0137689124591	0.00111451315126895	0.0501491470609062	4920	0.0521257872844833	"CD8 Naive"	0.700564971751412
"686"	2.51421464306876	8.18113448362784	12.9919019716416	0.00111644254995321	0.0501491470609062	686	0.0521257872844833	"CD4 Naive"	0.765726681127983
"4599"	3.01720511358708	8.44565631467802	12.8637609732039	0.00119272291314519	0.0531435007671544	4599	0.0552185621472549	"CD8 Activated"	0.981684981684982
"609"	2.71341825319671	8.48190921750301	12.7699744324821	0.00123499565795788	0.0533660030737572	609	0.0552688690978247	"CD8 Activated"	0.977658623771224
"5171"	-2.91422936385195	6.90973208853715	12.7208791721895	0.00124898056654398	0.0533660030737572	5171	0.0552688690978247	"CD16 NK"	0.968660968660969
"5336"	2.97769661569532	7.40952560007882	12.7123347225028	0.0012617732036988	0.0533660030737572	5336	0.0552688690978247	"CD8 Activated"	0.873345935727788
"3031"	3.80656574451951	7.61941565855254	12.7088432644676	0.00126341515685874	0.0533660030737572	3031	0.0552688690978247	"CD8 Activated"	0.998158379373849
"3124"	2.23224394518707	7.79506495987961	12.6548760637345	0.00126455763554393	0.0533660030737572	3124	0.0552688690978247	"CD8 Activated"	0.964549483013294
"2621"	2.39215433235672	7.13206558151159	12.6537150498816	0.00126510872768435	0.0533660030737572	2621	0.0552688690978247	"CD8 Activated"	0.975877192982456
"1050"	-3.78829592944948	6.96660569596382	12.6889187546855	0.00127282928293643	0.0533660030737572	1050	0.0552688690978247	"CD4 Activated"	0.784119106699752
"3690"	2.82520607944036	7.00391088095471	12.6843708687251	0.00127498867072144	0.0533660030737572	3690	0.0552688690978247	"CD4 Naive"	0.936117936117936
"2606"	2.54825279368741	8.30631684987474	12.5357293202361	0.00133177400779049	0.0553236946845299	2606	0.0572890773757349	"CD8 Activated"	0.963906581740977
"4708"	3.12731885414981	6.86758493995981	12.5222652843344	0.00135459099941215	0.0554404702806386	4708	0.0573013323903548	"Mixed"	0.528409090909091
"3598"	3.11830191486999	8.05970819825803	12.5159097022686	0.00135781889039552	0.0554404702806386	3598	0.0573013323903548	"CD8 Activated"	0.992814371257485
"2406"	3.4643599022312	7.64330797113164	12.5024376624241	0.00136468849921572	0.0554404702806386	2406	0.0573013323903548	"CD8 Activated"	1
"672"	3.47944630416108	7.07802374543587	12.4246323515927	0.00140510127097795	0.0561397446110888	672	0.0581231698906809	"CD8 Activated"	1
"3811"	-3.2320741282093	7.20413846384493	12.4057507402751	0.00141076216049201	0.0561397446110888	3811	0.0581231698906809	"CD16 NK"	0.989339019189765
"4657"	2.80700124944731	7.79652340552562	12.4108664111987	0.00141238452505726	0.0561397446110888	4657	0.0581231698906809	"CD8 Activated"	0.980609418282548
"3362"	2.3595623588181	7.85653330839743	12.3058500353685	0.0014424518554383	0.0569253321521187	3362	0.0587028670145423	"CD4 Naive"	0.847297297297297
"5029"	1.81564233115106	8.05301348819128	12.2026627018095	0.00150006160751124	0.0584460744135308	5029	0.0603957978431062	"CD8 Activated"	0.975816203143894
"3825"	3.65926114816648	6.68053850421561	12.247226966055	0.00150214345099029	0.0584460744135308	3825	0.0603957978431062	"CD8 Activated"	0.962962962962963
"3102"	2.85769055302609	7.76057671476839	12.2008999729148	0.00152865555664596	0.0588399523394783	3102	0.0608731108290791	"CD8 Activated"	0.980938416422287
"2012"	3.91236524482033	7.58530368334496	12.1924141436328	0.0015335661786217	0.0588399523394783	2012	0.0608731108290791	"CD8 Activated"	1
"2384"	3.11541159748558	7.42369121396771	12.1141523310237	0.00157966370247527	0.0601906341805231	2384	0.0623191679015754	"CD8 Activated"	0.985157699443414
"1283"	-2.89966911500071	6.88669134205159	11.9436096161588	0.00168047575609125	0.0633583337653744	1283	0.0657097881656172	"CD16 NK"	0.931137724550898
"4017"	2.68612789074716	7.89126879566224	11.9404341058906	0.00168573304316924	0.0633583337653744	4017	0.0657097881656172	"CD8 Activated"	0.897222222222222
"3471"	2.50046600833938	7.71927139249316	11.8829814609628	0.00170167830652993	0.0635254908349855	3471	0.0658798469072519	"CD8 Activated"	0.938931297709924
"1259"	2.42789333322108	7.26924967906858	11.8536097854872	0.00171597911928108	0.0636294270740133	1259	0.0658798469072519	"CD8 Activated"	0.964948453608247
"4179"	2.97192746522791	7.32857147202241	11.8756377404136	0.00172959302890492	0.0637066765646646	4179	0.0658798469072519	"CD4 Naive"	0.928301886792453
"3499"	2.93255716214961	7.38827021762714	11.8442295977202	0.00175045059593021	0.0640479439901615	3499	0.0659471838746629	"CD4 Naive"	0.971235194585448
"3483"	2.72460850697104	7.97427503192426	11.7954558043776	0.00178337896080845	0.0648234786741229	3483	0.0667447516694285	"CD8 Activated"	0.990861618798956
"2146"	2.83155409469483	7.7783096525901	11.7775038246753	0.00179566614389384	0.0648434996406109	2146	0.0667677927774031	"CD8 Activated"	0.960606060606061
"1373"	2.83269291811507	7.94293985564696	11.7407807780551	0.00182108598083694	0.0653344158709356	1373	0.0670035106364874	"CD4 Naive"	0.948717948717949
"2442"	2.56964130050795	7.39988768565018	11.6303869329325	0.00188227688762506	0.0664898273894912	2442	0.0680970283570667	"CD4 Naive"	0.949438202247191
"4155"	-2.25961020110404	6.98777406027949	11.6018542182695	0.00188860406058347	0.0664898273894912	4155	0.0680970283570667	"CD16 NK"	0.866477272727273
"3200"	3.18807068601298	7.51065751660244	11.6447694149478	0.00188939419007242	0.0664898273894912	3200	0.0680970283570667	"CD8 Activated"	1
"38"	3.07209619302684	7.67093643035976	11.6135546979661	0.0019121924519596	0.0668662233992203	38	0.0685152742320283	"CD8 Activated"	0.992779783393502
"802"	3.1805863290743	7.17699937689229	11.5930514460355	0.00192732847060882	0.0669716339629793	802	0.0686715397642409	"CD8 Activated"	0.953020134228188
"4927"	2.71424499437944	7.04701963739509	11.4941438972581	0.00200217927385699	0.06896128070361	4927	0.0706541551945285	"Activated B Cells"	0.976
"1504"	-4.13937593878435	7.94707267744004	11.4846197550508	0.00200955044222284	0.06896128070361	1504	0.0706541551945285	"CD8 Naive"	0.937625754527163
"2525"	-3.12918748477654	6.84851447382491	11.4402587935429	0.00204427061996695	0.0697197233044285	2525	0.071525586873724	"CD16 NK"	0.741176470588235
"3668"	-3.02535331019091	7.66089031351229	11.4020977652467	0.00206254188165372	0.0697392106714502	3668	0.0716680407209046	"CD16 NK"	0.902597402597403
"1285"	2.90967328119953	7.97952936792348	11.4077967996687	0.00207008697739689	0.0697392106714502	1285	0.0716680407209046	"CD8 Activated"	0.928217821782178
"1543"	2.9459708877372	7.68571419669937	11.3288139675625	0.00213437870777025	0.071074866945571	1543	0.0730210566758623	"CD8 Activated"	0.937704918032787
"4704"	1.83804750071784	7.13714746426895	11.2856595124681	0.00213546206569498	0.071074866945571	4704	0.0730210566758623	"CD4 Activated"	0.766146993318486
"264"	-5.03943274788807	8.0607795694915	11.3106133004389	0.00214949685478448	0.0711135935490075	264	0.0731235685628178	"GDT"	0.885148514851485
"26"	2.0281214663659	8.26901366428454	11.1749961987098	0.00222988224204071	0.0727373628192878	26	0.0743958583950675	"CD4 Naive"	0.720419847328244
"800"	3.43043592451129	7.65386414630716	11.1932547058975	0.00224979239187121	0.0727373628192878	800	0.0743958583950675	"CD8 Activated"	0.995363214837713
"3714"	-2.27650630997753	7.53099894725424	11.1517092330564	0.00225031763990607	0.0727373628192878	3714	0.0743958583950675	"CD56 NK"	0.958847736625514
"2071"	2.64560271107623	7.20537944694365	11.1916048229414	0.00225123783567388	0.0727373628192878	2071	0.0743958583950675	"CD4 Naive"	0.800884955752212
"2899"	2.6012705707782	6.99426843307615	11.1431080963287	0.00229417539465116	0.073693715438649	2899	0.0752887055161815	"CD4 Activated"	0.946308724832215
"2895"	2.22295004843507	7.11804483500323	10.9810991140341	0.00240632709445662	0.0768123675636045	2895	0.0780108294040541	"Mixed"	0.605700712589074
"1121"	2.53218742331348	8.32341488736467	11.007418938204	0.00241906822734248	0.0768123675636045	1121	0.0780108294040541	"CD4 Naive"	0.974609375
"96"	3.41509040874245	7.28260122867221	10.9759051866351	0.00244911078006595	0.077321926056368	96	0.0781214464532874	"CD8 Activated"	0.991596638655462
"3345"	2.98083115008267	8.10258965213046	10.9541528194813	0.00247008208971885	0.0775000602558774	3345	0.0781214464532874	"CD8 Activated"	0.990599294947121
"1074"	2.2094536509372	7.83083298921204	10.890308531441	0.0024940606799679	0.0775000602558774	1074	0.0781214464532874	"Mixed"	0.425030978934325
"2348"	2.21709870470613	6.96313839943579	10.8965107333029	0.00249683452046084	0.0775000602558774	2348	0.0781214464532874	"CD4 Naive"	0.878378378378378
"1823"	1.96423380381691	7.05118397583754	10.8632105360932	0.00252090888417462	0.0776978957530738	1823	0.0781214464532874	"Mixed"	0.696759259259259
"5014"	2.78393543656689	7.72271272713888	10.8917413839864	0.00253133416028114	0.0776978957530738	5014	0.0781214464532874	"CD4 Naive"	0.949308755760369
